Unnamed: 0,Nr,xNi,T,t,Ms,cfrac,mipd
14365,8430.0,0.5071533996425569,684.865635111928,-3014.891539514065,297.2833798577969,0.023271547443839,1.0493244309097697e-08
14366,8432.0,0.5261182526452467,681.0286635905504,-2584.468838945031,255.7313954023524,0.2657705020083613,6.648688151998832e-09
14367,8434.0,0.5114196272566914,675.5549866706133,-3220.1757710427046,313.42617324093465,0.1132433319299398,6.391058436658475e-09
14368,8437.0,0.5204570233775303,736.9467083737254,-1965.941992029548,232.77504938933865,0.1532853146598658,2.3809879418040383e-08
14369,8439.0,0.5281269228085875,746.4633468911052,-3051.216324046254,176.6898627889854,0.2546818812353204,3.692381398270393e-08
14370,8446.0,0.5087569153448567,658.5848544165492,-2449.085311219096,278.60707369163,0.0174533288465682,6.5624304416274815e-09
14371,8449.0,0.5086699192784727,727.6154014468193,-2917.394546046853,282.58299673463887,0.0223974430055289,2.9259786285597272e-08
14372,845.0,0.5126051468774676,747.4497054517269,-3332.9145580530167,277.2281641369997,0.0757598227482596,4.0781292797317096e-08
14373,8452.0,0.5368534484319389,694.4615330174565,-3423.4352197498083,306.08150205396123,0.482526617638152,8.464793695901268e-09
14374,8456.0,0.5282140023587272,707.2131016850471,-2610.5718221515417,299.4947058269606,0.3458063084056658,1.0621586182533633e-08
14375,8458.0,0.5205470983684063,656.900078356266,-3298.6075658351183,245.5057578015909,0.1654709638869453,4.925690950999274e-09
14376,8461.0,0.5113298955885693,710.5864818766713,-1879.1122946888208,283.20899917780883,0.0647923581168289,1.3050161656498813e-08
14377,8466.0,0.5135125249857083,679.0791648998857,-1265.8902201801538,216.0685421552783,0.0249016913630066,8.25646003115774e-09
14378,847.0,0.5259881071699783,737.8049074113369,-2674.760768562556,258.1629916981207,0.2659627386412382,2.4944250025508065e-08
14379,8474.0,0.5192502237809822,690.5641295388341,-2065.265167504549,283.91779859023995,0.1889881125248556,7.484873273500812e-09
14380,8477.0,0.5156586534157396,751.9265505671501,-3570.7974426448345,284.6701660589314,0.134239836857383,4.294527705819577e-08
14381,8479.0,0.5248668210906908,731.4542040228844,-2458.8057205080986,275.3710313623216,0.2662770432318461,1.997681802355917e-08
14382,8480.0,0.5240476387087256,695.5841045454144,-3347.750650718808,332.5241770215592,0.3224999002695923,8.201766389859379e-09
