Unnamed: 0,Nr,xNi,T,t,Ms,cfrac,mipd
14645,9496.0,0.5326403634669259,701.5911304578185,-2533.8402092456818,223.1374064578979,0.3503951745925957,1.0180961844613218e-08
14646,9498.0,0.519301279252395,662.5281142815948,-3249.890673905611,285.7066844004696,0.1921762049643218,4.916350054502154e-09
14647,9501.0,0.5157064923318103,719.9647545069456,-1914.86704275012,287.485859566939,0.1390256823410507,1.44201327615807e-08
14648,9502.0,0.5108486573351547,690.749030187726,-1421.5276513248682,263.126764333294,0.027930415645427,9.472733105161206e-09
14649,9506.0,0.5163265299983323,692.0560159906745,-2826.4438088983297,323.89356434779853,0.2003573263020465,7.7373754948231e-09
14650,9509.0,0.5183626206358894,750.4299291223288,-2359.68253724277,213.6042741881537,0.1050161285561069,3.972795050036361e-08
14651,9511.0,0.5330612913705409,726.3870688527822,-3444.977468624711,309.3593726877384,0.4290282289779671,1.7990133863379863e-08
14652,9515.0,0.5360700728697703,712.8739687427878,-2674.311012402177,164.54539948841403,0.3883089542104877,1.3963822201348597e-08
14653,9517.0,0.5128613015683368,739.4146666675806,-1562.1118515729904,233.2558206273685,0.0275348137025509,3.1260776983611245e-08
14654,9518.0,0.5080468754423783,708.7917795032263,-1830.3447660058737,280.9716719904939,0.0100972395051301,1.8460705119311083e-08
14655,9520.0,0.52564453182742,704.9548008292913,-3199.484375864268,330.66482686631457,0.3432531729172698,9.995825807279254e-09
14656,9522.0,0.5122181313997135,650.719615444541,-2484.751841425896,244.78387732553807,0.0280984521588074,5.7011571812709846e-09
14657,9525.0,0.5198785891197621,716.7695340141654,-3143.0180087685585,331.47238803251616,0.2615629988386824,1.2953349562539648e-08
14658,9530.0,0.5177304326044396,699.2360607534647,-1693.2308446615934,266.3964452013844,0.1423307685983234,8.956509804216225e-09
14659,9534.0,0.5092558701336384,667.5141968950629,-3521.1303681135178,305.1282221771227,0.0679437721092742,6.1782636756166334e-09
14660,9536.0,0.5236847536824644,660.8286179229617,-3426.934503391385,253.62923212519829,0.224302535816835,5.053909661312335e-09
14661,9538.0,0.5145672375475988,696.7220569774508,-2257.258563861251,306.6522105413659,0.1498192049500087,8.619748484713308e-09
14662,954.0,0.5182133382698522,685.7064059376717,-2885.4118555784225,321.2180286852498,0.2241686403291378,6.843457950097141e-09
14663,9550.0,0.5063234599679709,683.5017684847116,-3295.108228549361,298.7184997402384,0.0131012404427485,1.1965254241244597e-08
14664,9554.0,0.5133153272606432,677.9442528635263,-3048.5110849142075,315.7907067433267,0.1447693709334611,6.333024960174789e-09
14665,9557.0,0.5223519512405619,734.5605750009418,-2587.118925154209,291.86253100542115,0.2472840014231812,2.171345614815712e-08
14666,9559.0,0.5301094821281731,740.3826816007495,-3217.4704514443874,253.0671723720293,0.3282225023681391,2.8435078164324853e-08
14667,9566.0,0.5103010528488084,664.6655894443393,-2054.76208627224,267.6327028741333,0.0254152797502211,6.560147838473291e-09
14668,957.0,0.5145971448905766,741.7951603606343,-2279.7837987542152,264.31528069274515,0.0895927892713795,2.9535209686234413e-08
14669,9578.0,0.5215465181972831,706.5420377999544,-3476.0643381625414,335.81342430952026,0.2907158777222461,1.0213441554243274e-08
14670,9583.0,0.5271407834347338,711.7922208830714,-2857.0979576557875,317.95120711591505,0.3506671632565424,1.175681960774874e-08
14671,959.0,0.5238024751236663,735.9602506831288,-3391.445501893759,318.9513551903833,0.30292900357557,2.2935894187023413e-08
14672,9592.0,0.5322680951934308,689.4261185452342,-3098.519343137741,292.9385824400605,0.4004720611366293,7.5612209653803e-09
14673,9594.0,0.5175696656899527,665.3191570565104,-2016.403580456972,166.14317021383297,0.0688472717299022,6.3381701371971085e-09
14674,9597.0,0.5153616885375232,732.1893901377916,-3154.5530430972576,318.54136290172,0.1788048511855055,2.0681466621396825e-08
14675,9601.0,0.508962791566737,713.6083786934614,-3228.701061755419,302.08359266465067,0.0585975110893709,1.7100445332781848e-08
14676,9604.0,0.5369200911419466,708.5920375213027,-3060.1605758070946,281.691706099445,0.461672727218598,1.1484192623306789e-08
14677,961.0,0.509394961069338,712.4115753546357,-3501.461471244693,311.17185824592093,0.0797319736030642,1.5738391128683863e-08
14678,9610.0,0.520970581159927,670.9154557436705,-2706.8340472877026,271.9562859684922,0.2006861234305196,5.577630773095874e-09
14679,9613.0,0.5119278207886964,726.5942787751555,-2465.169710665941,292.88102476395363,0.0889829787650458,1.9710016292495443e-08
14680,9615.0,0.5266702397773042,751.1677729710937,-3550.360786914825,246.14441761147123,0.2664159621643672,4.2966392517181173e-08
14681,9618.0,0.5139639358595014,663.212702088058,-1587.8500409424305,196.9869091287688,0.0208136747678898,7.1877117678339755e-09
14682,9626.0,0.5193663786444813,704.6964650973678,-2590.148899331689,321.96728203134165,0.2419595618143737,9.807334907065592e-09
14683,9631.0,0.5251103258971125,717.445350214839,-1859.1083195060487,203.9151820358568,0.2139140624605141,1.423076427580122e-08
14684,9632.0,0.5245012909872457,681.4502235874534,-2768.7077544629574,293.7200471924307,0.2825228832997312,6.4171275717133014e-09
14685,9634.0,0.5166998426988721,676.0991987213492,-2135.280914604664,266.7422210759801,0.1263058637837568,6.1456895268289194e-09
14686,9637.0,0.5189124974561855,736.4069309085608,-3500.187733769417,324.4627975181431,0.2386312883376284,2.2892533673278523e-08
14687,964.0,0.5375345382047817,709.2542873322964,-2769.9883449822664,175.42364016044797,0.4162825965437616,1.286404891560083e-08
14688,9646.0,0.5081125870486721,659.1290935128927,-3107.9301550984383,289.8750549469763,0.0256123895981432,6.289901743199652e-09
14689,965.0,0.5177596615161747,744.4264075160027,-1728.932699561119,165.51045371590513,0.0718983765956395,3.2832279931826734e-08
14690,9650.0,0.5123706986336037,702.3179586976767,-3369.49533931911,328.32504426646256,0.1494490084069382,1.0194973763776386e-08
14691,9655.0,0.529282619911246,719.7579457983375,-2975.975291803479,311.2559291645221,0.3748564303128169,1.4575695985253368e-08
14692,9661.0,0.5147077587712556,714.1692079231143,-1018.843813240528,197.5896684399349,0.0338133884657734,1.47588314131884e-08
14693,9662.0,0.5097160491906106,685.2890261635184,-2324.6221493929625,292.1405765434393,0.0539271292394833,8.258921680166991e-09
14694,9664.0,0.5234425899386406,706.7412645742297,-2427.277459949255,308.62359740538363,0.2849725829102598,1.0304684252638612e-08
14695,9666.0,0.5142813708959147,656.4341850206256,-3595.519597828388,295.15759437277785,0.1284143312566798,4.672082448683532e-09
14696,9669.0,0.5178702772408724,711.0583261400461,-2033.73683989048,298.6518958931737,0.1880409870502747,1.1338033303648169e-08
14697,9682.0,0.5127208238467574,690.094353929162,-1910.8657669276,283.95251692274184,0.0875533665121737,7.989380953684199e-09
14698,9685.0,0.5219353637797758,752.3940373584628,-3274.110447987914,260.5085262098086,0.2029799328316475,4.2582538316077296e-08
14699,9687.0,0.5296492232754827,731.9239867851138,-2642.325120046735,228.00408933697105,0.303074621859754,2.1503896554863082e-08
14700,9694.0,0.5101020518830046,703.1386609002948,-2885.8616184443235,309.6135399538025,0.0877574430249195,1.1647760416142057e-08
14701,9697.0,0.5106808854546399,738.8994205743074,-1995.185858756304,257.7768381666357,0.0181981969914158,3.603906999472721e-08
14702,9698.0,0.5155007403716445,709.0819346159697,-1362.1004540473225,243.6812728840953,0.0808895918314374,1.1613660770583328e-08
14703,97.0,0.5110000751167536,732.9397267103195,-1757.8229807317257,258.4804098716458,0.0242545756477867,2.7530072693371293e-08
14704,970.0,0.5198220688989386,671.5790790691972,-3109.29315648973,305.9963980439,0.227510067253381,5.489373130017525e-09
14705,9704.0,0.5304216815764085,696.0534221678972,-3532.368515431881,329.6074083849122,0.4107143518576613,8.486879676080701e-09
14706,9709.0,0.5136924348259345,721.9292668625712,-2801.348454505205,316.0369628832161,0.1506815694090149,1.5889296175497613e-08
14707,9717.0,0.520716025903821,729.5771604031324,-1682.3079876601696,208.4280512111239,0.1417570704873819,1.9310060314776483e-08
14708,9722.0,0.5168876951048151,686.9064531847835,-2929.054054990411,323.3279334664067,0.2077295987809914,7.027043578091717e-09
14709,9725.0,0.5148574843723327,740.5928672105074,-2692.566676810384,287.3359928438237,0.1256882481930588,2.7899072345397745e-08
14710,9727.0,0.5226591095188633,735.294985845685,-3323.034074530005,320.10986853699376,0.2876221998800833,2.2281053695962722e-08
14711,973.0,0.5120109757222235,725.9102420508862,-2505.519498512149,295.5474721577608,0.0943923531047673,1.919750933929769e-08
14712,9733.0,0.5169527196884155,716.3292149826884,-1759.179102256894,278.1189421540776,0.1452792325922353,1.2985951764235277e-08
14713,9738.0,0.5206945818522946,700.1434122771025,-3078.827241808176,331.2086522542192,0.2729245447692331,8.910272310597012e-09
14714,9743.0,0.5262459464976564,718.300702534616,-3247.800327837467,328.8817084785849,0.3499003698126973,1.3776380852506766e-08
14715,9746.0,0.5136273400858045,692.3224840685725,-1496.2184987962246,256.750390157993,0.0645784613973568,8.563075289714406e-09
14716,975.0,0.5253497496386991,749.9695961177349,-3165.752536430955,230.1176006371601,0.2327486987205743,4.018222020251774e-08
14717,9752.0,0.5324701751256362,683.0403095111251,-3396.606558188796,298.1544453953856,0.4088732193359017,6.743460112957753e-09
14718,9754.0,0.5191343246493488,673.8070124015212,-2288.4536135941744,256.3329460383856,0.1532478095602362,5.975382466877857e-09
14719,9757.0,0.5155222116643563,738.6850553005934,-2890.5796710401773,301.0508618278644,0.1559461980384879,2.5618640470792533e-08
14720,9762.0,0.5165171628072858,703.3422419056296,-1987.8465235233307,296.69054305385424,0.1647130251804757,9.64545405466167e-09
14721,9767.0,0.5332247855886817,714.9334230273962,-2494.312810152769,183.37770314793207,0.3444435747542526,1.4242366087621955e-08
14722,9771.0,0.5358849496534095,731.7132845148444,-3537.277125567198,284.1216900023332,0.4477285159783569,2.176020219023441e-08
14723,9774.0,0.5078778723021969,689.902217015624,-2806.2434256076813,296.82128590658647,0.0335132543154224,1.0584113042336083e-08
14724,9776.0,0.5254803238064051,693.739195689559,-2336.2786073237658,277.0696624796266,0.2778749630367345,8.01801983529267e-09
14725,9778.0,0.5120561828045175,669.6779533475637,-3446.628388389945,313.751290424614,0.1231443667790429,5.748003945701922e-09
14726,978.0,0.5128313904535026,664.3999353051186,-1540.6920086592436,221.6662422763577,0.0175190231932298,7.308701861201577e-09
14727,9781.0,0.5196886479854584,727.8177192434669,-2167.7448134869337,288.5278740501085,0.2019507476313071,1.7484348464257532e-08
14728,9789.0,0.5143025199044496,746.8017674610019,-1167.146784067154,163.35157126125569,0.0112756239494219,4.469428857172873e-08
14729,9790.0,0.5094373891316354,656.1795732006431,-2696.610220894217,277.240029721448,0.0260059576160114,5.906934306205969e-09
14730,9792.0,0.5238475713133812,679.7255010530353,-2560.639024525881,272.5056826328721,0.2468911210151976,6.3416783683935205e-09
14731,9794.0,0.5147278299508616,685.5658466741443,-3222.1977174282074,326.77796106575084,0.1812269471062607,7.0108694425166794e-09
14732,9797.0,0.5181709099560976,741.9475642591715,-1941.6795775294304,224.13979663264533,0.1087772398688402,2.857557835522836e-08
14733,9799.0,0.5315068625239656,732.7673820406199,-3053.670870512724,264.4876693179783,0.360632151673853,2.1879621715672272e-08
14734,98.0,0.5159038930665701,704.0753127634525,-2028.363037481904,299.3745073978992,0.1592782524420204,9.849652588859377e-09
14735,9808.0,0.5279123145295307,698.4481547027826,-2901.89157910645,315.2431381641422,0.358979724236775,8.797355528099632e-09
14736,9810.0,0.5131233375892044,659.3429670482874,-2213.855406269431,244.0259888543724,0.0421733530280623,5.806563342552826e-09
14737,9813.0,0.522192051182501,723.1663240119815,-3408.364651724696,332.1749846473062,0.2955475594248174,1.5397317223742063e-08
14738,9822.0,0.5104686669399962,675.8885295316577,-3033.7509121745825,306.60011310927183,0.0884556906131353,6.653745936370979e-09
14739,9826.0,0.5159690647944808,676.4491318911314,-1720.044881477952,226.04265926727263,0.0733609529464762,6.821618648061204e-09
14740,9834.0,0.5217120824102313,687.9334241896868,-2510.685697942972,302.8146453127736,0.2516857008113419,7.102549868148176e-09
