,Nr,xNi,T,t,Ms,cfrac,mipd
0,8.0,0.5240617688791827,723.91587279737,-3494.951729848981,332.1642490487188,0.3222861727766788,1.585372516179074e-08
1,39.0,0.5278612488741056,699.4194662943482,-2814.0977449715137,311.444706158365,0.3539851744413578,8.970000195866597e-09
2,62.0,0.5092829639231786,713.5026613250375,-2786.876790225506,296.72987931902674,0.0547336154942175,1.6451305883796018e-08
3,66.0,0.5212160853017122,748.4011787548661,-2646.98580019176,237.457523264168,0.1695583519935564,3.610589522209325e-08
4,75.0,0.5341152776405216,707.0370206981897,-3210.846582055092,312.3630985035624,0.4476007973625759,1.089546643783744e-08
5,13.0,0.517976906071417,653.8010082393885,-2924.7791033238173,208.67777066920044,0.0955464667494941,5.20888451681153e-09
6,26.0,0.5158519995724783,731.9101622328162,-3123.1851886957884,319.26038322549715,0.1869977643206761,2.0313553941644333e-08
7,37.0,0.5162836350640282,663.2039759680629,-2599.186495319009,260.0163647117675,0.1113797950200824,5.289259000898491e-09
8,64.0,0.532771553453058,727.1873549744487,-2882.115313410759,251.82374127789203,0.3705555252909038,1.8650976323866225e-08
9,15.0,0.5289337960304693,708.7647600471973,-2688.701999187469,301.4753579792601,0.3589001306459424,1.104152982100232e-08
10,31.0,0.5317344277584926,677.6744015142322,-3282.4687141925097,265.0075786809271,0.3647439273305832,6.348297459855001e-09
11,45.0,0.5189479578100145,707.3686254397035,-1387.7772074192762,205.02567992557545,0.1099335283792601,1.1315559806958626e-08
12,82.0,0.5183933900576085,721.1193431168795,-3296.0736595094204,331.83006299393713,0.2407515683187903,1.452668671772492e-08
13,53.0,0.5134827837301418,692.4212782084942,-3354.6427711844444,329.4086283892998,0.1670122505533641,8.101706542452176e-09
14,74.0,0.5140364837879315,736.0850004479289,-1437.9967097193005,223.35029938036752,0.0389884215257538,2.62064536527708e-08
15,85.0,0.512101978128776,705.9170636534691,-2444.610045477748,308.27700977705524,0.1154568990818006,1.1169623759743417e-08
16,97.0,0.5102233772072942,661.6520607843995,-3202.144104614854,294.1024375949225,0.0648369828112179,5.515407125758995e-09
17,106.0,0.5116593656968326,742.7480925619602,-2855.8759097009897,271.8820462502984,0.05307881053334,3.6173961742243233e-08
