Unnamed: 0,Nr,xNi,T,t,Ms,cfrac,mipd
14085,7375.0,0.52553894050885,710.7457213848829,-2581.4243137836456,309.9672004016788,0.3178027631322223,1.1382427438541056e-08
14086,7377.0,0.5079852306935936,714.5845311135054,-3012.772275879979,291.42532400416354,0.0262109421273728,2.0515047439968458e-08
14087,7380.0,0.5361399140302092,703.6910193786025,-3293.805895373225,308.8465800780716,0.4743758055717553,1.0207580645120456e-08
14088,7386.0,0.5184328497108073,666.3692044466734,-3429.108742251992,309.2186076354899,0.2111388701264217,5.1195257171648835e-09
14089,7389.0,0.51622368123848,731.1300587281585,-2206.5161246806383,288.96419139440894,0.149130828507471,1.9713456468145213e-08
14090,7390.0,0.5099582873238251,701.9134233519435,-1600.786603242159,273.6651322110834,0.0287806498627567,1.2057637462550498e-08
14091,7391.0,0.5239344379212707,752.0235335454345,-2923.0888690799475,177.24260085881852,0.182720660791812,4.4254078868031766e-08
14092,7394.0,0.5158096414990724,695.8971079438925,-3097.191716730594,329.7768829377294,0.2009650886309637,8.349113294131788e-09
14093,7399.0,0.5325234387256206,722.4883058294654,-3153.2186307013035,301.9176268084988,0.4135043500059777,1.600591273344787e-08
14094,74.0,0.5200760097196326,698.9538222923875,-2806.7206542938948,325.9576284545428,0.2574106809197358,8.699266739487056e-09
14095,7405.0,0.5134005275042728,713.0790723487735,-1741.4466630667448,279.6176953081662,0.091727234515151,1.2751098293374218e-08
14096,7408.0,0.5261823093704879,686.2940784916282,-3477.3729745298624,328.28362154612194,0.3483174588603543,6.977750579421031e-09
14097,7410.0,0.5113493907218799,677.1156343445182,-2312.565351650119,288.27964333489024,0.0729375517953336,6.665523364905598e-09
14098,7413.0,0.5203954454325139,735.3725852817297,-2858.399861678481,308.71822516613446,0.2396927229554719,2.2123366883824224e-08
14099,7418.0,0.517191281770356,688.1311829015613,-1528.1507939100266,221.19458865550467,0.0902903126896339,7.96933834774178e-09
14100,7422.0,0.5087386597692967,663.6172660440207,-3356.0643922537565,297.23158740462503,0.0472763841856624,6.0986239450922115e-09
14101,7426.0,0.515090038892813,699.402822740376,-1389.10818323493,244.7269280544079,0.0751818199142299,9.614027997602744e-09
14102,7432.0,0.5282830365933479,704.9926737323403,-3503.9501186460257,333.13830767206747,0.3837071252919778,1.0120455927993422e-08
14103,7437.0,0.5112636821158231,716.6153891384602,-2772.909605875612,307.918697927024,0.1024000617178953,1.525814972883796e-08
14104,7450.0,0.5193171343766153,692.1101535856724,-2957.654318958521,326.96230595535087,0.2477357055487825,7.652530310453915e-09
14105,7453.0,0.5157236002152786,750.39640519768,-2663.2557414472103,252.72061330806,0.0939499762275367,4.0380773912681296e-08
14106,7455.0,0.524797067772597,726.2166592851281,-3351.6137793660164,327.90749834009887,0.3279327118238105,1.7021334621230128e-08
14107,7456.0,0.5240232362644747,701.7425285279751,-2453.9349395781755,306.460651299297,0.2909680272070066,9.275648994480151e-09
14108,7458.0,0.5163092908542604,662.5829385221004,-3567.80120395124,307.6469971569396,0.177287613053413,4.914895312322431e-09
14109,7461.0,0.5183468967722729,719.9314594641328,-2060.4149859398603,294.8414019403152,0.1899816775930901,1.4081508289107266e-08
14110,7470.0,0.5080735975364223,679.0696090832353,-2578.7334110587835,292.2528276569739,0.0289331745042262,8.485508721114433e-09
14111,7472.0,0.5256273852195591,675.4651743546128,-3020.626873522997,285.93793580229004,0.2904855176518463,5.892739861624207e-09
14112,7474.0,0.5122448910446837,681.3600653782487,-1884.0193390846248,273.770559269729,0.0650605187714877,7.126204229427582e-09
14113,7477.0,0.5199067570921034,746.1502127349377,-3301.660667359829,298.67317415391096,0.2189432460959934,3.252843211165163e-08
14114,7479.0,0.5290678903879598,737.0326726138592,-2615.4994659125805,154.60194323962168,0.2644300606724122,2.6480851349195973e-08
14115,7483.0,0.5373501039389521,723.8270247355103,-3419.386690109968,291.918065638803,0.4773684984907602,1.7119330070282584e-08
14116,7486.0,0.5092386792693288,697.9055498540401,-2913.366615772248,305.5427323072133,0.0683560445531327,1.0994331512730201e-08
14117,7488.0,0.523656632816419,689.591249525547,-2798.077054694295,314.53227300766525,0.2954232992975015,7.331822992042529e-09
14118,749.0,0.5134829254681245,716.9411204010248,-2319.618783518672,304.8104207531792,0.130834440323111,1.3969591074606438e-08
14119,7490.0,0.5145829987945035,665.3584173321724,-2106.5261151641607,241.5278403181605,0.0636900963295888,5.911308164936668e-09
14120,7493.0,0.5179967714753002,732.1405311301351,-3529.5365016907454,328.4732898867182,0.2306710850234415,2.0006102612894803e-08
14121,7506.0,0.5132871111761779,706.694137044251,-3339.868426322937,329.9229674892275,0.164934480063026,1.0931003313797748e-08
14122,7511.0,0.5301265913527459,711.7563936114311,-2946.327953785658,312.3545832742109,0.3885418398763137,1.1939179761653644e-08
14123,7518.0,0.510316776544787,693.1956771016121,-2353.150677680969,297.56634621532504,0.0717942648684007,9.230964460587604e-09
14124,7521.0,0.5110823787003755,717.9041909053922,-3255.6363109499216,315.89781071824893,0.1120727039772058,1.6011020180501262e-08
14125,7524.0,0.539373731315136,700.4218280315399,-3087.116276845336,254.4403213042311,0.4797254182231595,9.950835732951089e-09
14126,7530.0,0.521573371719569,678.0970387533307,-2733.827929571271,296.5171705483755,0.2413998715233071,6.046007573134011e-09
14127,7533.0,0.5137423657393083,734.3908661603928,-2437.5750068575144,287.67557706985843,0.1089606168677692,2.328757028370738e-08
14128,7535.0,0.5271250582300127,740.3461676836014,-3577.361709997058,305.1539079080197,0.3358576151139791,2.7428414010890043e-08
14129,754.0,0.5112669937638566,673.2169940322638,-1734.5062594860792,260.730112653786,0.031469854717411,7.0797661868828175e-09
14130,7546.0,0.5175525204231963,696.760630607605,-2618.014881759882,321.00367390968023,0.2142438150170351,8.388017290449193e-09
14131,7551.0,0.523059918298386,721.5067874267697,-1886.994941532612,246.8518250765634,0.2078673370001609,1.5064489961504433e-08
14132,7556.0,0.536937313019298,679.7964663803577,-3330.424167215824,169.0826900761648,0.4043988062623461,7.507561791993215e-09
14133,7557.0,0.5173461240623146,714.0008723735809,-1165.2577344328165,169.0121148758538,0.0660676079827503,1.3861432904075396e-08
14134,7562.0,0.5209876756323502,702.4732765927911,-3448.191388696432,335.5764986629527,0.2824810507672031,9.356838449355153e-09
14135,7567.0,0.5266420223517344,719.7207309305668,-2829.218289256096,313.977172044963,0.3388179685124087,1.434200204078678e-08
14136,7570.0,0.5139481290150434,694.6486860513687,-979.2075432837008,198.8051682628257,0.0215452414146249,1.0799906154909216e-08
14137,7576.0,0.5327661697147414,681.6222067177296,-3126.127840206027,251.74140368818195,0.3704056251386398,6.898817136563172e-09
14138,7578.0,0.5193395812809467,676.1334379017353,-1989.4164506345987,217.3420639336157,0.1238109443604475,6.573675816164031e-09
14139,7581.0,0.515921217831783,736.3530508056283,-3182.1547139436007,314.67058655619127,0.1815318380017002,2.345670764722717e-08
14140,7586.0,0.5167280240822584,704.7309331595898,-2286.8922159075737,311.9158418201776,0.1895649980465018,9.913939999273085e-09
14141,7598.0,0.5080968068586662,687.5411177054048,-3266.572706401348,304.78448851245105,0.0500017260971304,9.716519892503415e-09
14142,7602.0,0.5123549667233601,671.070544756949,-3077.2589307278395,307.0358984492775,0.1173295985959787,5.827234610317558e-09
14143,7605.0,0.5201918512675912,726.4268730580807,-2557.7634181827307,310.759627572128,0.2393596903601945,1.679312891896027e-08
14144,7613.0,0.5146795425191522,745.4111590981483,-1761.080114543438,213.56049835390468,0.0428703184568742,3.5797729046361214e-08
14145,7618.0,0.5142546620452777,686.9546541571617,-2853.283242881298,319.5843687612186,0.1640993555260455,7.229169763110453e-09
14146,762.0,0.5170978978136554,691.7332176119089,-2525.011020898819,315.29487599473856,0.1997487142391426,7.654944790649546e-09
14147,7621.0,0.517842058474198,740.553406663239,-2332.12553858757,271.64495998035017,0.1507257719862456,2.65603036893546e-08
14148,7623.0,0.5312685448164121,735.128681845963,-3471.8101032078266,295.2411557735082,0.3875834016857575,2.355769778546357e-08
14149,7627.0,0.5338847366627306,718.114403784275,-2646.8196876347065,216.79600492085663,0.3682258291104023,1.5060647630811752e-08
14150,7629.0,0.5121043596789241,729.5379144325852,-1533.628223463893,251.85403598004672,0.0340709142112263,2.2542119392997853e-08
14151,7632.0,0.52743659181986,696.0889919474721,-3172.819915786385,325.37630486356414,0.3632133418334799,8.386661123081332e-09
14152,7634.0,0.5127380068320782,660.7356711104512,-2512.477014586329,265.7028728749262,0.0616586623827156,5.452480469880485e-09
14153,7637.0,0.5219511438021437,721.7755940556526,-3116.3468565791845,328.6267927818724,0.2877947551756676,1.4811134283382338e-08
14154,7642.0,0.5184866877645254,709.2518866434693,-1721.992510557175,271.9607195725768,0.1613439790272077,1.0939491792538995e-08
14155,7646.0,0.5100752947526053,673.5309705138206,-3494.504116103053,312.7474618837457,0.0923099265659259,6.5117409396803395e-09
14156,765.0,0.5150863874424249,750.7811803743243,-3104.245202243328,270.7352524990417,0.1058260308528664,4.158751843383298e-08
14157,7658.0,0.5213324793428182,690.2634047344327,-2212.07594498992,286.197317320987,0.2242872273063638,7.425142762997578e-09
14158,7661.0,0.5136752922413871,752.241051197052,-3409.991113096476,269.43982802853185,0.0816568253741938,4.717751621469373e-08
14159,7663.0,0.5270142905414105,731.8712079524994,-2268.1097120046616,192.37452181367,0.2412981018088732,2.159927741749655e-08
14160,7668.0,0.5347162769874558,693.9264260604978,-3556.116522476077,320.2647601872141,0.4638852754091754,8.280931554026654e-09
14161,767.0,0.5227975617954508,726.073582880199,-2018.5378544032567,259.3499428208554,0.2156506470776137,1.689961726972697e-08
14162,7672.0,0.5317018038406969,706.8976837396622,-2562.265385314822,261.2214664954005,0.3608714042988438,1.0917298811375066e-08
14163,7674.0,0.5169157879753038,656.4821571111679,-3220.4114500433207,269.7063244849251,0.1335275897225648,4.759586962079666e-09
14164,7677.0,0.5148843191191554,711.0181789472699,-1943.299125507474,293.9571709432436,0.1358377598347616,1.1675418703976356e-08
14165,768.0,0.5227101390901954,660.1045876741409,-3358.7361440062523,252.1387186281439,0.2070283038192371,5.024859881624091e-09
14166,7681.0,0.508460967107676,711.2803438678384,-2845.7087449729443,293.86369671586687,0.0375164368331548,1.7087088889692353e-08
14167,7684.0,0.5367107521882281,707.1701796352863,-3464.2492175102234,317.54864365355365,0.4906241120270567,1.1067575839751508e-08
14168,7688.0,0.5284668190404773,693.6571345105767,-2651.496541500092,287.29319255039366,0.3359743276068421,8.045259439556396e-09
14169,7690.0,0.5206678168429062,669.4956562295556,-3371.0634894669056,310.01834569926467,0.2454554207763909,5.326040670792228e-09
14170,7693.0,0.5114285549893975,728.0160523951054,-1807.5372152030468,265.76921456540964,0.0408141784836412,2.1822937485970323e-08
14171,7695.0,0.526261760215275,748.8376797735691,-2977.5367364287376,174.77975264619317,0.2219262650011611,3.9804350942483094e-08
14172,770.0,0.5149966556066647,695.5783003568649,-2670.268242806196,320.42700637088313,0.1761478208758482,8.378473686735953e-09
14173,7706.0,0.5191515584290027,703.2727833092213,-2136.842258647084,302.234254240532,0.212354662376499,9.518399089660822e-09
14174,7711.0,0.5246140091866255,715.1191535964608,-2417.882851883769,301.8388474325177,0.2941733457726955,1.2599388542303622e-08
14175,7712.0,0.5242123023280874,682.8447227180004,-3306.827936321497,323.73920045041746,0.3146137788391392,6.547733058505393e-09
14176,7714.0,0.5165013130474836,673.7382404506207,-2588.5789185762405,292.84025854249404,0.1589493971758212,5.755856203619941e-09
14177,7717.0,0.5185068072238938,738.7625390663743,-3025.3479436039925,309.17694286870204,0.2121827780730623,2.4822218304034544e-08
14178,7726.0,0.5079059515940025,660.5178726091981,-3414.007070660591,294.8510908006557,0.0306705085031982,6.314796696681837e-09
14179,7730.0,0.5120843103760854,699.9604285135865,-2705.2708860486746,315.44737447590165,0.1261332083869493,9.785192421171506e-09
14180,7735.0,0.5288794737542049,718.3655832707882,-3548.79092015326,331.1423907143704,0.3901543070854968,1.4027770246733661e-08
14181,7741.0,0.5143183347955346,716.5284779667854,-1458.5041791200638,256.6349362680181,0.0756242031071196,1.3898043903584841e-08
14182,7742.0,0.5094215769227595,686.6817013919353,-1948.221468552947,282.0963102162187,0.0333376753239331,8.933136364788794e-09
14183,7744.0,0.5238208076450974,708.1356510519981,-1847.406575828791,240.2376485032088,0.2148096787559402,1.1043096625283451e-08
14184,7746.0,0.5147449805820361,654.0731140971184,-2930.840268731117,254.924717676598,0.0805385326443948,4.974281053071771e-09
14185,7749.0,0.5181867223326116,713.4138180688024,-2690.9471824765205,324.1075712031415,0.227637097527874,1.1967554239870643e-08
14186,7760.0,0.5279295496502892,666.9718285277486,-3530.74892051518,265.4028006034849,0.3042424119811404,5.402366974062207e-09
14187,7762.0,0.5130964894313366,687.7367075160146,-2364.5877476781607,303.0896495412925,0.1224249962290567,7.499962873445993e-09
14188,7771.0,0.5385529334889725,717.0768465474248,-3135.4739908128977,266.4379246155672,0.4749401001786695,1.4396857299205489e-08
14189,7774.0,0.5104857692914083,704.5312234759331,-3191.514503583312,317.5625969029989,0.1058757455780292,1.1738557103752354e-08
14190,7777.0,0.5109176781587302,736.5712730959058,-2280.184607952833,266.99246238761464,0.034348479811257,3.075690635458018e-08
14191,7778.0,0.5159862906951458,707.6617989316583,-1112.2812364250422,189.24025263910377,0.0513774874564854,1.2267470236055816e-08
14192,7784.0,0.5309044745890424,698.3816574886441,-2994.704818725586,308.3190287893272,0.395840988472261,8.895148782426598e-09
14193,7789.0,0.5139266366837546,723.3509242534637,-3275.724893063307,324.940541768798,0.1670320136859504,1.6424000848728613e-08
14194,7802.0,0.5173675470752642,685.4826551675797,-3593.735047057271,333.2014754144367,0.2278728291281974,6.844149888194834e-09
14195,7805.0,0.5151796088740229,742.0110862329602,-2035.358104482293,248.52287171894807,0.0805537281332728,2.9552953444244546e-08
