,Nr,xNi,T,t,Ms,cfrac,mipd
0,9.0,0.5118514714995399,701.1312977969646,-1579.765960201621,271.0854105306753,0.0549845392211995,1.044491662723512e-08
1,24.0,0.5339026369294152,722.9474089294672,-3203.1487863510847,296.3300517514322,0.428819329340946,1.6345841265795827e-08
2,43.0,0.5251047753170133,699.3738080561161,-3365.2230095118284,332.9992438749012,0.3381519259293444,8.879049175357322e-09
3,62.0,0.5169584431452677,746.5947471931577,-2075.3140434622765,222.0355388158872,0.086976768014643,3.4487141188989394e-08
4,75.0,0.5231514417240396,684.7629692032933,-2298.3395989984274,267.2062194312064,0.2298173944119878,6.899088302057388e-09
5,93.0,0.5095978462509811,668.2224639132619,-1688.5764073580503,266.66777436852874,0.0128228644520236,7.720556423473004e-09
6,97.0,0.5189218574017287,672.1954682469368,-2310.951104387641,253.2735972766889,0.1465465676251635,5.887165679134988e-09
7,125.0,0.511052112611942,688.477408029139,-1873.889996856451,280.4637354995796,0.056257544835401,8.318025313273357e-09
8,129.0,0.5176175221242011,698.9473997429013,-1843.4898164123297,281.55841510588147,0.1603733190998044,8.79510125112975e-09
9,141.0,0.5078324967855588,691.5242631360888,-3437.931999564171,305.35259391244466,0.046976308922951,1.0952588568908632e-08
10,157.0,0.5086588511010632,659.9163810908794,-2278.2901905477047,277.6089177769186,0.0143502578986936,6.900076623913138e-09
11,167.0,0.5345620833709837,679.0136406570673,-3420.9121227264404,258.18912797494784,0.4044855958496769,6.612161132377319e-09
12,172.0,0.532817396176979,720.968070551753,-2879.348450526595,277.05213410299035,0.3931679535463665,1.5399905782709866e-08
13,30.0,0.5183249688334763,737.5897807255387,-1557.4923131614923,169.2836569447042,0.0830732817325513,2.568598223428691e-08
14,89.0,0.5160871626669541,705.8129838854074,-2128.663355112076,304.81904479621835,0.1699095508768139,1.0204133272488454e-08
15,132.0,0.5266069258982315,711.2242810055614,-2386.279197782278,289.7974424861875,0.3101366265545377,1.157578130088828e-08
16,139.0,0.5232793608400971,707.1023045480251,-1708.5610069334507,208.64483461795737,0.1852517993958968,1.1137618025206653e-08
17,150.0,0.513961732299067,739.8333525657654,-2214.857378974557,265.5756521736498,0.0810566056067449,2.811646579784625e-08
18,13.0,0.5081674453057349,678.5245146974921,-2237.391646206379,286.7431356686847,0.0213241012948127,8.633650111294571e-09
19,22.0,0.5136377592943608,753.0865903198719,-3471.893234923482,267.7922833441345,0.0788284566720765,4.9167317234639486e-08
20,41.0,0.5132150791119784,662.1264958381653,-1983.0585725605488,237.3775718971643,0.0371584269895747,6.1937009386403184e-09
21,99.0,0.5306465875264258,694.9188528954983,-2786.1288629472256,286.6733186039203,0.3690122690032168,8.321385149516819e-09
22,113.0,0.5208137920033187,696.3692655786872,-3405.717304721474,334.5244130887329,0.2787194371147931,8.276622018994777e-09
