Unnamed: 0,Nr,xNi,T,t,Ms,cfrac,mipd
14225,7914.0,0.5211461387388409,708.8700621202588,-3050.4603300243616,331.1689819427455,0.2793470522173031,1.074666399107466e-08
14226,7919.0,0.5268461621366441,713.2140749692917,-3219.4267239421606,329.043275711125,0.3587138524648712,1.2151967461499566e-08
14227,7922.0,0.5113273334922269,686.1663211882114,-1469.4443363696337,260.2479576855597,0.0318131563807883,8.568879687377677e-09
14228,7924.0,0.5345251184655354,705.2070407941937,-2605.4803892970085,202.603573504244,0.3732024194067084,1.1338875398452878e-08
14229,7928.0,0.5318706460483372,688.0025100708008,-3425.258307158947,315.1628242042116,0.4172071741237115,7.323056814217382e-09
14230,7930.0,0.5170813421299681,667.6510775089264,-2259.214722365141,242.3765805989381,0.1056312988130234,5.770358563327954e-09
14231,7933.0,0.5150699680484832,729.8628770187497,-2919.2246206104755,315.2113275927544,0.1697585691980542,1.9345964484017614e-08
14232,7936.0,0.5227376388572157,699.3034575134516,-3571.778661757708,336.0280133426448,0.3079047686807467,8.794153994332232e-09
14233,7938.0,0.5149801421677694,663.8792047649622,-2458.049297332764,260.53087435143,0.0910030029543583,5.432065999520417e-09
14234,7941.0,0.5171715113334358,718.6205304786563,-2727.7987226843834,322.71461448515544,0.2110189848388361,1.3695094200904236e-08
14235,7946.0,0.520459483047016,704.8942240327597,-1435.4035299271343,175.31949661334912,0.1221788645003439,1.0978427612502272e-08
14236,7950.0,0.5063489355891942,676.8651397153735,-3207.9430103302,298.17128558194963,0.0125568918166757,1.0356629490190633e-08
14237,7954.0,0.5134202391840518,682.6565582677722,-3016.803696379065,319.19010459976926,0.1513216357173943,6.816557692477453e-09
14238,7957.0,0.5212359538068995,744.8390571027994,-2611.580507084728,259.0198446244201,0.1901101089026019,3.11530292437109e-08
14239,7959.0,0.5303534397669136,739.4861797243357,-3297.823676839471,266.6069144124429,0.3441449731196754,2.7420894271860482e-08
14240,796.0,0.5410372952651232,699.4152790307999,-3098.035268113017,229.1996154131633,0.4935569116741348,1.0147191364753498e-08
14241,7965.0,0.5157456197263673,726.3232841342688,-1595.1895236968994,253.57447756036865,0.095253830505464,1.74982707085478e-08
14242,7966.0,0.5108095299405977,695.7008538395166,-2198.282339796424,294.975463608181,0.0751748551850614,9.475036458164921e-09
14243,7969.0,0.5099793719593435,731.3371006771922,-3101.0155342519283,287.99011302811124,0.0513364656945858,2.740893438872823e-08
14244,7972.0,0.5380018988344819,690.6811255961657,-3157.056060433388,242.49749096133925,0.4499815434981913,8.341184291119028e-09
14245,7976.0,0.5297223996790126,703.491102270782,-2395.33831179142,255.0244841865204,0.3235710840854587,1.00944944940374e-08
14246,7978.0,0.5220523881819099,653.121731095016,-3506.869981437921,193.25706987349665,0.1569308162564432,5.0844471666899244e-09
14247,798.0,0.510738179241307,664.001984000206,-2017.7116367965937,263.3299181536076,0.0264326644434475,6.479514049248644e-09
14248,7981.0,0.5129883410455659,714.3669606000185,-2113.878931850195,296.69573342267296,0.1110421455454421,1.3274717599076364e-08
14249,7994.0,0.5175924269156531,694.3441469222307,-1816.5238190442324,273.94921040708755,0.1497713201801001,8.117384896070354e-09
14250,7997.0,0.5141527471970767,748.1477491185069,-3348.5053304582834,284.76631777129694,0.1110038558311396,3.846752155551256e-08
14251,7999.0,0.523357666884549,727.7326659485698,-2660.064465925097,306.7243478521277,0.2813421407869408,1.7637321447655732e-08
14252,8001.0,0.5096649964014068,721.0461723431945,-2545.1868318021297,287.82194246011886,0.046214209299345,1.9953227716163346e-08
14253,8002.0,0.5144292318588123,689.4864378497005,-1262.150228396058,220.4534069727905,0.0434230763600542,8.844127607276563e-09
14254,8008.0,0.5293831319641322,683.7665801867843,-2730.554035305977,246.74722426913485,0.3113419574661305,7.096487819964533e-09
14255,8010.0,0.5202658014046029,678.4704511985183,-2040.4587842524047,227.85934451302936,0.1464445005674849,6.6490290854507945e-09
14256,8013.0,0.5126325951796025,734.0320878475904,-3574.074055999517,313.45796531759925,0.1312153609238545,2.4197203394466973e-08
14257,8026.0,0.5186623287852854,697.1342741698027,-3281.2443662434816,333.41629569983326,0.2466412057317014,8.414893649795507e-09
14258,8030.0,0.5102509163273499,669.1491351649165,-1509.5936559140682,258.22034141561267,0.0118210576337822,7.942629496542327e-09
14259,8031.0,0.5244110879208893,724.883143864572,-2999.7644137591124,321.15326882002466,0.3144497618203136,1.6330862767642152e-08
14260,8032.0,0.5252055507292971,689.0125282853842,-2102.771729975939,211.2584562052677,0.2191848234891183,7.965593685781989e-09
14261,8034.0,0.5160003894753754,668.5443302243948,-2794.185769557953,291.9489344168259,0.1499912764666486,5.380373988115837e-09
14262,8037.0,0.5196119560441003,728.9692523702979,-2383.812390267849,299.88799531689,0.2161184997489023,1.8086666033843428e-08
14263,8045.0,0.5138522866042331,740.4537011310458,-1369.0165903419256,207.79751745693903,0.025204088371838,3.210219584863046e-08
14264,8050.0,0.511671974635683,709.8802801594138,-2685.870924219489,311.7038321476966,0.1143295369395339,1.2513261918975088e-08
14265,8062.0,0.509009251743555,692.8513308614492,-3433.6377527564764,313.53742966590875,0.0778030145578229,9.99287083100758e-09
