,Nr,xNi,T,t,Ms,cfrac,mipd
0,1.0,0.5113417152035982,694.7004647552967,-3346.779218316078,324.32807235793024,0.1286694511498176,9.036359471451072e-09
1,17.0,0.5154060651408509,678.1997868046165,-2676.1340126395226,306.1901880290512,0.1616894602795205,6.178061625747749e-09
2,4.0,0.5309928552201018,735.5768977478147,-2784.959215298295,168.413993153877,0.3015577019652387,2.5454242738768063e-08
3,49.0,0.5165207938896492,697.8737317025661,-1370.757481455803,226.00057865081845,0.0825477510778322,9.415461664934687e-09
4,53.0,0.5084865140588954,662.5693174824119,-2352.307974547148,280.75510539216293,0.0166185031561475,6.954953009452789e-09
5,57.0,0.5183857360389084,672.1887492015958,-2965.012463182211,304.18644504511786,0.2035138927664848,5.555593555532558e-09
6,15.0,0.5344651521928608,674.6259811148047,-3388.6174142360687,163.87761544597316,0.3603769247794416,6.882277969763899e-09
7,21.0,0.51021724965889,680.397587865591,-1693.7684632837772,270.1268379872352,0.0276650594683265,8.052578772171681e-09
8,59.0,0.5317858189670369,702.9797197878361,-2620.0096271932125,266.08498418880936,0.3665406186579288,9.972150384105671e-09
9,30.0,0.5137761130835861,741.2896782904863,-1104.7496002167463,187.49151990039803,0.0126934125588382,3.615793116402272e-08
10,73.0,0.5201775076519698,701.2968312203884,-2757.399544492364,325.34952883726095,0.2581034956145594,9.120504045508678e-09
11,22.0,0.5216615371452644,715.4915991052985,-3560.38682051003,335.724043084069,0.2922439912113635,1.2579840663059731e-08
12,38.0,0.5179759124387056,733.8078027591109,-1598.3726520091295,214.06565252936576,0.0987814524025184,2.2041389402620426e-08
13,44.0,0.5252108863554895,727.7808102592826,-2399.375716969371,277.90314184566495,0.2745999452934455,1.7888478701803482e-08
14,19.0,0.5245983306691051,696.1630181223154,-3021.363441646099,325.770721357075,0.3225886912358342,8.305205534642921e-09
15,32.0,0.5379160748934374,717.6908265426755,-3136.0129069536924,270.8580063637688,0.4682408104655441,1.4540834123109326e-08
16,62.0,0.5119575673248619,721.619767434895,-2049.3456300348043,284.2661864445683,0.076168673859045,1.6961020175441512e-08
17,129.0,0.5116258788201958,659.0136614069343,-1965.671548247337,247.7028135489936,0.0215503201539206,6.43044141991989e-09
18,147.0,0.5241322053223848,671.6172705963254,-2487.4992951750755,164.12731394790265,0.1816532983470453,6.4383054634460046e-09
19,37.0,0.5069256924185902,707.0194716751575,-3444.748679548502,295.4255880439199,0.0166801030590823,1.9906673430655892e-08
20,60.0,0.526771726938896,743.0945928394794,-3504.0079470723867,293.344148291672,0.3167978057178532,3.0325769948951094e-08
21,76.0,0.5228712502075359,712.1732642129064,-3373.245245218277,334.3234549041541,0.3078025359633019,1.1650638379927804e-08
22,115.0,0.5236640513455495,681.5078489482403,-2076.278093084693,168.77704187294893,0.1750903795816408,7.3573429854536545e-09
23,188.0,0.5272322726203129,715.1504113897681,-2237.101441249252,262.4049707745495,0.290114897552167,1.2914593975391244e-08
24,203.0,0.5302591136423871,709.6994090825319,-2850.893733277917,306.5265127327904,0.3843071419570673,1.1370727900413553e-08
25,65.0,0.5125997231574729,666.921892054379,-1683.4029223769903,237.4275627092288,0.027027854784381,6.8633552395458514e-09
26,69.0,0.5073985487269238,691.6755975037813,-2496.697867289185,291.80286570759614,0.0178356397874025,1.215717984760768e-08
27,85.0,0.5107609753776342,677.9433884099126,-3181.2678415328264,312.4700512280234,0.1020221051523677,6.794809410482694e-09
28,94.0,0.5129136336455121,736.9634538516402,-2992.0410230755806,296.6210892261731,0.1097916037081013,2.643240890197137e-08
29,118.0,0.520793197164312,730.1478965952992,-2591.983412951231,305.97442670726525,0.2420178490427237,1.876658550495732e-08
30,145.0,0.5149429867835715,702.6429881155491,-3043.885092437268,328.97557404509865,0.1874009868154382,9.670357605310048e-09
31,150.0,0.521376729127951,743.6655850708485,-2180.973662808537,201.3901900263685,0.1492692969290072,3.07548594095587e-08
32,190.0,0.5124148943554611,749.6957919746637,-3480.6073900312185,272.6880890369854,0.0661956141094343,4.572786110392482e-08
33,91.0,0.5326320433802902,687.6348728686571,-3588.605724647641,319.67734080625706,0.4328736180543499,7.298946529743818e-09
34,110.0,0.5147761824261398,710.4554548487067,-1241.2251725792885,232.739939142642,0.05888795321801,1.2464528726856643e-08
35,161.0,0.5127413800451904,684.3122343719006,-1194.6322783827782,230.0115141777136,0.0227183252655681,8.910531962344053e-09
36,174.0,0.5143272999534384,736.1832808330655,-2308.958772942424,280.292479647358,0.1072048625879229,2.42665453273525e-08
37,113.0,0.5159659531805665,663.7777914479375,-3532.477745041251,309.4485888608609,0.1747477190450063,5.002511175232944e-09
38,131.0,0.5278449956094846,686.2866363674402,-3196.59643471241,315.51121169517205,0.3582862832635274,7.003404728003777e-09
39,138.0,0.5095597797119991,718.0344246700406,-2661.036733165384,292.42217650899016,0.0519856027787145,1.8307842638751228e-08
40,148.0,0.529151710048318,721.9569854810834,-3424.2667514830828,326.15197255452927,0.388854896056135,1.547485870353592e-08
41,176.0,0.5341376700624824,739.7551660612226,-3298.267897590995,167.8937349496499,0.3557413954936523,3.026211774930399e-08
42,187.0,0.5320729008270428,678.7754639610648,-3100.253625959158,229.35134024737565,0.3442591232339125,6.795918438756106e-09
43,97.0,0.5137035514088347,709.0922320634127,-2369.586754962802,310.5007083366982,0.1426517012328858,1.1428074374540011e-08
44,102.0,0.5171245453925803,744.4820649176836,-3317.1209134161472,304.092187340344,0.1844427523111629,3.0862356621844185e-08
45,122.0,0.5081882562721148,724.7618919238448,-2894.2134104669094,283.731143578174,0.0167489627514327,2.8952036380420534e-08
46,134.0,0.5194658711645752,727.1777817234397,-2821.543151512742,319.4975563700439,0.2401748824177455,1.7158211786367202e-08
47,181.0,0.5089439705060795,690.6462468206882,-2721.080332249403,300.1329980580192,0.0551330539492972,9.612348843098298e-09
48,185.0,0.5186759507190436,696.4955369383097,-2543.6549685895443,318.1850257046093,0.2268714434521304,8.309225638750147e-09
49,197.0,0.5071521499427035,659.6362550929189,-3033.2864943891764,291.69633179649804,0.0138777116031636,7.177059390288556e-09
50,153.0,0.516945209754631,676.8238361552358,-1516.4282329380512,158.14213931270683,0.0551478691369153,7.520725723389538e-09
51,206.0,0.5163373866584152,720.5905544385314,-3168.349903821945,329.1174346066932,0.2076532120395955,1.4532386912016853e-08
52,220.0,0.5266497010551393,730.4796214774251,-3071.4724972844124,309.6956828791056,0.3340015512853048,1.9574092880544333e-08
53,227.0,0.5258567346259951,700.6927655637264,-2336.956823989749,286.21501888014853,0.2943638406709108,9.156673228574488e-09
54,234.0,0.5103840530943126,732.7042257413268,-3491.3420028984547,296.36034797376044,0.070892279970666,2.7503491656977924e-08
55,267.0,0.5295892720902339,671.1153743043542,-3501.299972087145,273.81507430805505,0.3390994447083835,5.667401913470662e-09
56,294.0,0.5182352941622957,751.1201652139425,-2694.408214464784,245.582282950876,0.1276273645990061,4.0197148189549344e-08
57,201.0,0.5197639542724938,665.4836850985885,-2280.616131797433,162.00181429574,0.1053343730436055,6.1227912497733915e-09
58,213.0,0.5111739279422909,706.2391287833452,-1856.277992203832,283.29829073909644,0.0625027762532016,1.1849768007090992e-08
59,225.0,0.5139442424522713,673.655367679894,-2907.021565362811,307.48116638325206,0.1417398318185755,5.87624216123943e-09
60,243.0,0.5232427732041106,657.1809124574065,-3453.9251770824194,221.4062223355245,0.1919217878429774,5.107411067563901e-09
61,254.0,0.5115196711802855,732.461118362844,-1543.8909888267517,250.78375459029832,0.0233047030130618,2.639896438735195e-08
62,270.0,0.5155577032826841,742.2407799959183,-2968.0585842579603,295.4511359741669,0.1483088522156087,2.9117694595397145e-08
63,277.0,0.5105260644108057,667.6550940051675,-2562.963842600584,285.1061958058872,0.0552447201229399,6.039931037440369e-09
64,281.0,0.5174455909756944,657.581589333713,-2754.452510923147,230.80469615075748,0.101679165999304,5.233211749986224e-09
65,321.0,0.5123623194545508,680.6641015410423,-2608.9306723326445,304.11690497476417,0.1129599441332622,6.7578637533831725e-09
