k,primary_mean_radius,primary_minimal_radius,primary_maximal_radius,primary_rsd,secondary_mean_radius,secondary_minimal_radius,secondary_maximal_radius,secondary_rsd,T1,ys_700,fgamma
0,1.2691124017681943e-06,8.774220342929508e-06,8.101439085892152e-05,1.0453599595464766,7.934228927069933e-08,2.6341336594127308e-09,9.471518328939013e-08,1.568987310305238,1129.8584784846753,549.8029407724,0.05879896265442
1,1.5135856198829476e-05,1.4860542347448385e-06,5.769454066361634e-05,3.176676340959966,3.1222739347844087e-09,1.5427999470204417e-08,2.8560743304316813e-08,3.792402499821037,1087.8157783765346,610.617970367,0.1729728974109
2,4.867518859690248e-05,3.2071176292631946e-05,0.0001286382011609,1.3271171518601477,9.408849287454642e-10,1.9035703975747075e-08,1.682227656834532e-07,2.392079179547727,1105.8138261782003,441.8402639091,0.1273401560098
3,7.895608652734954e-06,6.094761100196727e-06,2.682175525307361e-05,2.651147413812578,1.3635639190434172e-08,2.074311809002767e-09,5.0837386871465114e-08,0.1651526012457907,1148.190692649223,672.7249339832,0.003179674574641
4,2.385183111629563e-06,1.9411014009963455e-05,4.279594903693271e-05,2.436048955190927,2.788990317350419e-08,5.5892401992540255e-09,1.2386753029480693e-07,2.732933152280748,1099.1585145238787,477.7465221278,0.1448321842927
5,0.0001536325911239,2.5182323266951845e-06,0.0001073906109743,1.7861397797241807,2.130622981140816e-09,7.2759273371290855e-09,3.61305705609385e-08,1.058253248874098,1131.992152845487,680.1849387278,0.0523976914747
6,2.465839908871756e-05,1.1881162550478556e-05,2.0359572638369363e-05,3.875640963483602,5.794517499060368e-09,3.573489151182539e-08,6.958517110173552e-08,1.4833085376769304,1112.531551369466,584.818019695,0.1089807138668
7,7.427773984697449e-07,1.729506442127112e-06,0.000172740116977,0.1028206685557961,1.9345299595765957e-07,1.1057195345063383e-09,2.0344106345862906e-08,3.162095402088016,1079.9496819498015,549.172221942,0.1912336122758
8,3.273836947761347e-05,4.620824285151415e-06,0.0001881871970577,2.069183464255184,5.89729725105344e-08,2.1394261922460933e-08,4.1300113423186374e-08,0.6581405704841017,1138.005313836038,694.1077039628,0.03419775314756
9,9.575136162041852e-05,6.4983919375975735e-06,3.624812806617896e-05,0.469079952314496,2.0450108803516936e-08,1.0783672737746214e-08,8.11787279748935e-08,1.0831441446207464,1118.8331023557112,569.2484961181,0.09116070200408
10,3.83002353451962e-06,1.191238327480739e-06,9.422738596503294e-05,3.752629846241325,6.125949662102412e-10,3.755052566369359e-09,2.3248445823233697e-08,3.310308672860265,1076.578694372438,560.094355057,0.1987462966741
11,4.938928706243924e-06,1.5143582378867267e-05,0.0001400430868344,3.297411213815212,1.4761306077896255e-09,1.5432401134579363e-09,1.1018574014838323e-07,1.9610103010199964,1126.2036696076393,522.7723958458,0.06967133939526
12,7.776090174135958e-05,2.036698572828041e-06,3.256036216782845e-05,0.6803652334026992,3.7514310835477764e-08,2.5511713323375505e-08,3.2730035348156876e-08,3.635928386822343,1093.229275662452,647.7630647613,0.1598082607648
13,1.138415001493637e-05,2.3315899064294397e-05,7.11141681528637e-05,3.015528377890587,1.2892568448771944e-07,8.122345243446011e-09,1.9575532377861254e-07,2.235776279214769,1111.5248687332496,424.1995489227,0.1117752858861
14,1.6862133847544257e-06,3.518568221393388e-06,4.88466185641142e-05,1.2060363086871804,8.896904326904529e-09,4.9887871984263774e-09,5.827461281379416e-08,0.5572275390848518,1144.2383385030553,658.8492546666,0.01520579757263
15,1.3727771520720958e-05,3.6602827679679407e-06,2.5180553753543416e-05,0.2968399161472916,8.124997075247214e-10,1.2804526211848696e-09,8.843933324924059e-08,0.4488868352957069,1097.6478934288025,555.9783436684,0.1487026558954
16,9.376934143900286e-05,1.29746319815942e-05,8.644492802218585e-05,2.378722982574254,2.342897626560257e-09,4.028466723740902e-09,5.3839750889603166e-08,1.8489435188472272,1079.6475580660626,581.7419997282,0.1919145530972
17,5.955829693121874e-06,2.3773378456754745e-06,3.9959614887549895e-05,1.5993216196075082,7.798785989302367e-08,9.801494843277936e-09,1.5741921496316926e-07,3.527729947399348,1121.6227374738082,462.8593050453,0.08310308206829
18,4.61849922320822e-06,7.588155312716588e-06,3.332244652171779e-05,1.5058648311533034,1.4138370570687065e-07,2.3694710260466296e-08,3.8350620691629e-08,1.2033718265593052,1090.3884103521705,641.3961093657,0.1667775155871
19,0.0001154660494671,1.0200884426991128e-06,0.0001377713631372,2.7156372806057334,5.579941744775911e-09,1.716332295413837e-09,1.156523880848964e-07,3.426787510048598,1123.1842837296426,510.8848922434,0.07855115735438
20,3.94790377906572e-05,2.9434536279403477e-05,5.362907262426064e-05,0.8736943491734563,1.6235284182357775e-09,3.399299665404971e-09,2.1544190848085847e-08,3.0014627950266,1142.6517529180271,630.6426320031,0.02004263012402
21,6.751528985862633e-07,4.439909386666614e-06,6.550711003070431e-05,3.104034168086946,2.3459163507316372e-08,1.1623443824594282e-08,6.512052985879306e-08,0.7745366525836288,1109.594953129999,596.2094286365,0.1170906778297
22,8.957316426002944e-07,1.1017063321943835e-05,6.054910229171899e-05,2.836714331805706,5.898881611093477e-10,6.946425279118145e-09,4.46336337732987e-08,1.3516411270014943,1084.6690942998976,610.5479646313,0.180400963689
23,2.973678747240384e-05,1.8650779076226263e-06,7.667870448122059e-05,1.1414800751022995,1.4947733891400818e-08,5.663775430561411e-09,1.3255305679395577e-07,3.026559648662805,1127.1466637495903,493.7376207203,0.06687832177249
24,0.0001852732297905,1.6041303187415018e-05,3.033411223510002e-05,3.4690251022577288,4.959783281772111e-08,1.15102840710027e-09,2.5066691262267992e-08,2.6014061463065445,1146.3165854336694,654.9848696958,0.008876053516952
25,2.8763459975351984e-06,3.047095544773589e-06,0.0001124755936074,0.7529556843452155,3.432780662303908e-09,3.518110484154444e-08,7.46163255920116e-08,0.9228579001501204,1104.1731845820325,567.9353330888,0.1317180470051
26,9.521706402224615e-06,3.88256442383717e-05,0.0001011446020829,0.4198547963052987,7.682578567336907e-09,1.3159546118069078e-08,3.536917513366057e-08,2.515698200184852,1133.6565588135272,687.542243186,0.04738088023411
27,5.8698483187030507e-05,5.034672800979623e-06,4.513483433771203e-05,3.558678127732128,1.0028102241344963e-07,2.99170425723293e-09,1.010507945037339e-07,0.292520466633141,1101.010609744117,489.5977083976,0.1400359751352
28,1.8252669652279945e-05,9.46666119652474e-06,0.0001518237653589,1.9661908734589812,3.686896385706706e-08,2.429403462718326e-09,6.283687096531934e-08,1.6925254355184731,1082.7218821505085,562.7342632623,0.1849151618933
29,1.5304861548103289e-06,1.3774146816828544e-06,2.290627878789329e-05,2.2560540436767043,1.1077090547371035e-09,1.6679722079947716e-08,1.7991738557985128e-07,3.9196894697844975,1115.6196023570374,439.7884933805,0.100316898819
30,1.398606649318594e-06,3.532702243646622e-05,3.740117005585149e-05,3.066792242415249,1.681570773923382e-07,3.3182481778749515e-08,5.158360121264882e-08,3.1237860905006527,1097.1587009727955,613.4758081604,0.1499480316177
31,1.996465300840253e-05,5.855072013961832e-06,9.381359358132704e-05,0.9116702613420784,6.665883756348881e-09,1.2211792901229255e-09,1.529457718711257e-07,1.3843597155995668,1139.2655556090176,484.2035339674,0.03036271320649
32,6.447450386447882e-05,8.13299769388416e-06,2.3291346899263368e-05,2.724073025770485,2.032382247629677e-09,5.994811911957165e-09,2.9037053798418624e-08,0.8372801668941974,1120.0611486798152,639.4338925938,0.08762565816042
33,8.658398653607584e-06,1.51248658278106e-06,0.0001977535321545,1.498115883488208,2.923937417189497e-08,6.5672601006706395e-09,8.58961208998102e-08,2.573195617925376,1077.6933698682114,511.8388173934,0.1962827287771
34,3.1758890587276105e-06,1.192989625837969e-05,6.953960217561906e-05,1.6522771326825023,1.3006319988051997e-08,1.767614515282077e-08,2.289792334471509e-08,0.2640721045434475,1122.6309194229543,634.2777000415,0.08016750650143
35,0.0001678753455648,1.6277091441405247e-06,4.950187712867545e-05,2.325988188479096,9.863651653777867e-10,2.290908523259598e-09,6.582118664746627e-08,2.4303583006374536,1089.7697476670146,564.5417345886,0.1682774327438
36,2.715702705067918e-05,1.8396899480088355e-05,0.0001498333219263,0.2736427320167422,2.714129380779663e-09,2.825269333165523e-09,4.076907010018963e-08,3.9521702827885754,1108.0975361866876,645.0997639321,0.1211760833881
37,9.819871812897228e-07,2.816439627806167e-06,3.126300528922259e-05,3.948393626604229,9.127777316053289e-08,1.3925400655436143e-08,1.1693704266837014e-07,1.7899896529503168,1140.6336968531832,527.1654861186,0.02619484914742
38,6.160318912390532e-07,6.9121924004622505e-06,0.0001224067217752,2.2028689782135187,9.326587392521624e-09,9.261397709333614e-09,2.6273707984035918e-08,0.3514000694267452,1128.634929889813,632.8511475706,0.06245264477107
39,4.325599532998255e-05,1.187641773312114e-06,2.8439870917626397e-05,2.0186961151659486,1.2299160086045185e-07,4.266262414985249e-09,7.651829912842279e-08,2.0910643361508847,1086.6963011678308,536.4737846596,0.1756344086953
40,0.0001273712863772,2.5305014877050105e-05,8.136601121693616e-05,3.581628790032118,4.315192824615591e-08,1.3577087663424747e-09,4.6766304526545016e-08,3.613062175828964,1104.7356996918095,628.21345038,0.1302218246418
41,4.182604712929561e-06,4.878563006506292e-06,5.591194484374068e-05,0.3961482964456081,1.28322171119056e-09,2.995341721045151e-08,1.3590408071995714e-07,1.8773846747353675,1146.926097315736,510.8721779315,0.007021925488919
42,8.534746509141873e-05,3.190871702730167e-06,0.0001614417871625,3.4312808346003294,1.7778388346824714e-08,3.21122637854235e-09,1.7865459146692205e-07,1.2889423536136746,1135.6015962082893,458.2386921681,0.04149619869952
43,1.2552041821157671e-05,1.4869724578784643e-05,4.222648963075119e-05,1.1332887596450747,6.181829323306994e-08,1.6179190458117811e-09,3.31498452276086e-08,0.7417955155484378,1116.0996440099552,659.8652876313,0.09895802326296
44,2.2260984663596797e-06,2.195916477426373e-06,0.000109814509541,2.8447077091783286,4.297271505632423e-09,2.5119050698627922e-08,1.0036247773893617e-07,2.904214269667864,1083.4135635057464,497.785901623,0.183318847632
45,1.8460563257804564e-06,1.378839201274148e-05,2.912597520836343e-05,0.2162348179146647,2.2376959287587623e-08,3.976774135075368e-09,1.6639773421982108e-07,0.6297057200223207,1088.2774379570037,437.5056278831,0.1718692427232
46,1.040890438542952e-05,2.368027545409328e-06,0.0001203364895864,3.761493525002152,1.7019684035559971e-09,1.018933215679042e-08,4.784174609645208e-08,2.795992351975292,1130.568541912362,663.146206651,0.05667272509871
47,7.077520286390581e-05,2.0035830005153705e-05,6.136025879891696e-05,1.7015318108722568,4.850644469762223e-09,2.0190253350789287e-08,9.366767270855308e-08,3.342804799042642,1149.7798143187538,575.8843321214,0.0
48,5.427903436215363e-06,3.860964057518329e-06,7.498225949561417e-05,2.5199694291688504,1.6264826445988309e-07,1.949984628203603e-09,2.6868509462265898e-08,1.1806246631778776,1107.740481500514,624.3624904352,0.122145162407
49,3.4684661793865297e-06,3.063430761185539e-05,0.0001595388157286,2.5524891244247554,6.779176321640686e-08,4.712831872939497e-09,7.161510092200031e-08,3.7331710716709496,1132.5364289339632,601.104143177,0.0507592480661
50,0.0001056263110067,4.030034540953539e-06,2.160186116742043e-05,1.4255554196424782,2.695153675284879e-09,8.592132123094882e-09,2.1235500084137565e-08,1.9937442609108984,1099.7862654272467,582.8950700769,0.1432128050411
51,3.587126747276556e-05,7.457646722407449e-06,0.0001007021885043,3.245576301403344,7.75053380672964e-10,2.7044840317047192e-08,1.2750869288259682e-07,0.4716642472893,1081.4561871113256,486.2908246669,0.1878157142799
