k,primary_mean_radius,primary_minimal_radius,primary_maximal_radius,primary_rsd,secondary_mean_radius,secondary_minimal_radius,secondary_maximal_radius,secondary_rsd,T1,ys_700,fgamma
64976,0.0001878334798079,2.7033801468522453e-05,5.502588599037617e-05,0.3300926208496094,3.595905887145757e-09,1.6041026535592441e-09,7.161062174105657e-08,3.683737945556641,1114.7144317626953,580.0275548861,0.10287047939
64977,4.200084293009546e-05,1.6996602848965843e-06,9.785140007583515e-05,3.2550926208496094,8.0406900043496e-10,4.034104602456996e-09,4.026961192757056e-08,2.7087379455566407,1077.2144317626953,606.0738354916,0.1973437317131
64978,2.1000421465047724e-06,1.0749595497607808e-05,3.09433296476012e-05,1.3050926208496094,1.6081380008699203e-08,2.551391772626445e-08,1.273436941822065e-07,0.7587379455566405,1002.2144317626952,403.8938070906,0.3243549569636
64979,1.4441066283584376e-06,3.39428554758037e-06,8.473582145650564e-05,0.5738426208496094,1.1692895499903924e-09,2.0260418003721752e-08,2.615034629646663e-08,1.9774879455566408,1049.0894317626953,565.7854371289,0.2537942516145
64980,2.888213256716876e-05,2.146734671869165e-05,2.679581952079242e-05,2.523842620849609,2.3385790999807847e-08,3.2034533619421194e-09,8.269465589898336e-08,3.9274879455566407,1124.0894317626953,567.2281855566,0.07589969414151
64981,0.0001291648235106,1.3496879705338543e-06,0.0001506839665888,1.548842620849609,1.0458443676634625e-07,1.273806344861484e-09,4.6502622384394214e-08,2.9524879455566406,1086.5894317626953,605.1129394267,0.1758873979686
64982,6.4582411755349846e-06,8.536176234834412e-06,4.76504541289442e-05,3.4988426208496093,5.229221838317312e-09,8.056258695472421e-09,1.4705420390541584e-07,1.002487945556641,1011.5894317626952,389.6926407175,0.312489271317
64983,3.0539137003405088e-06,2.1403799597562443e-06,2.0094029892959816e-05,3.9863426208496096,2.4727463376023798e-09,3.2129643012449835e-08,6.201224360138763e-08,2.464987945556641,1105.3394317626953,597.3490938534,0.1286103950878
64984,6.107827400681019e-05,1.3536951462018562e-05,6.354290183326244e-05,2.0363426208496094,4.94549267520476e-08,5.080142616372749e-09,1.960999325975876e-07,0.5149879455566406,1030.3394317626953,377.3671909671,0.2856350076409
64985,1.3657517262758605e-05,5.382770627241835e-06,3.573279962335706e-05,3.011342620849609,1.105845780398513e-08,2.0200443603816524e-09,3.4872047244831056e-08,1.4899879455566407,1067.8394317626953,593.4288932364,0.2173632079195
64986,6.828758631379301e-07,3.4043630608674856e-05,0.0001129970339842,1.0613426208496093,5.529228901992565e-10,1.277588230676808e-08,1.1027509596666556e-07,3.4399879455566404,1142.8394317626953,539.9130529634,0.01947039759227
64987,6.218484771181021e-07,2.26737348388823e-06,8.174139479073888e-05,1.244155120849609,7.89760665758151e-08,8.534254519715488e-09,2.9130802204075722e-08,3.988425445556641,1023.3081817626952,528.4890143053,0.2962289448306
