k,primary_mean_radius,primary_minimal_radius,primary_maximal_radius,primary_rsd,secondary_mean_radius,secondary_minimal_radius,secondary_maximal_radius,secondary_rsd,T1,ys_700,fgamma
65256,5.066954188313145e-07,1.2513495195858964e-06,3.746061098807184e-05,3.4797996520996093,5.3991535163184794e-08,2.210414391248605e-09,2.3004530909425883e-08,2.826804351806641,1017.5952911376952,492.8104563599,0.3043642768884
65257,1.0133908376626291e-05,7.91422926169783e-06,0.0001184608532638,1.529799652099609,2.6995767581592443e-09,1.3979888098320306e-08,7.274671417753042e-08,0.8768043518066406,1092.5952911376953,562.1801678468,0.1613751862147
65258,4.532021601578186e-05,3.146977436289975e-06,2.106564962547247e-05,2.504799652099609,6.036437141722577e-10,3.5157557276109114e-08,4.090848365383601e-08,1.8518043518066407,1130.0952911376953,682.8653634489,0.05809030868373
65259,2.2660108007890927e-06,1.9903232887667497e-05,6.661543320756597e-05,0.5547996520996094,1.2072874283445136e-08,5.5588978980165045e-09,1.2936398396988897e-07,3.80180435180664,1055.0952911376953,432.8560208033,0.2423575877107
65260,4.792029406800655e-06,4.990581219876993e-06,0.0001579700866996,1.0422996520996093,2.5531020668890962e-08,1.3938505171310394e-09,5.455233970969333e-08,1.364304351806641,1148.8452911376953,664.1090534657,0.001193711007624
65261,9.584058813601312e-05,3.156320700574575e-05,4.995452761452671e-05,2.992299652099609,1.27655103344455e-09,8.81548470387526e-09,1.725096451738796e-07,3.3143043518066406,1073.8452911376953,411.8523781922,0.2047016462126
65262,2.143060700756852e-05,1.9844315818513665e-06,8.883310789513363e-05,2.0172996520996094,5.708909775059245e-09,2.2169770331022652e-08,3.0677035004583056e-08,2.3393043518066405,1036.3452911376953,566.9358439713,0.2760403666014
65263,1.0715303503784255e-06,1.2550647318842353e-05,2.809149525801084e-05,3.9672996520996096,1.141781955011847e-07,3.505348472442832e-09,9.700930247519636e-08,0.3893043518066406,1111.3452911376953,507.2994611748,0.1122722254437
65264,1.5582359729292716e-06,3.962984543614244e-06,0.0001025828726412,2.7485496520996096,3.925766185495266e-09,4.4142807177702045e-09,6.29960591194132e-08,1.1205543518066408,1139.4702911376953,633.8911412135,0.0297392662466
65265,3.1164719458585435e-05,2.506411497972781e-05,3.243955264694026e-05,0.7985496520996094,7.85153237099052e-08,2.791836259903351e-08,1.992110304319669e-07,3.0705543518066407,1064.4702911376953,389.6029498193,0.2242149912294
65266,0.0001393728624182,1.5758228030463283e-06,0.0001824210102406,3.723549652099609,1.7556560109074896e-08,1.1101328285058076e-08,3.54252873669804e-08,2.0955543518066406,1026.9702911376953,551.9366759821,0.2907940675528
65267,6.968643120910747e-06,9.966378492914643e-06,5.76865885429275e-05,1.7735496520996097,8.778280054537464e-10,1.7552741217017242e-09,1.1202459484564721e-07,0.1455543518066406,1101.9702911376953,613.6865677573,0.1375288941369
65268,3.295267878869521e-06,2.49899207920863e-06,2.432623268327584e-05,1.2860496520996094,1.8563802144202767e-09,2.783571933654482e-09,2.65652178604368e-08,2.5830543518066404,1008.2202911376952,497.6439718685,0.3168647269418
65269,6.590535757739043e-05,1.5805013650038363e-05,7.692630217038107e-05,3.2360496520996094,3.712760428840546e-08,1.7604854682534537e-08,8.400659497756533e-08,0.6330543518066406,1083.2202911376953,528.5976681443,0.1837656943395
65270,1.4736885962447583e-05,6.284632361819596e-06,4.325883870448532e-05,0.3110496520996094,1.6603969406117465e-07,7.000312806608632e-09,4.7240379944413006e-08,1.6080543518066406,1120.7202911376953,647.8859057292,0.0857203709631
65271,7.368442981223792e-07,3.97475050403067e-05,0.00013679645924,2.2610496520996093,8.301984703058749e-09,1.106846640126454e-09,1.493871981560836e-07,3.5580543518066405,1045.7202911376953,407.0273184067,0.2599487628056
65272,8.885668398839887e-07,5.600354295821655e-06,3.485979722164352e-05,1.8954246520996088,1.0011434343944561e-08,1.9755900005386226e-08,6.769605828311394e-08,1.7299293518066408,1059.7827911376953,533.8641573988,0.2334538339298
65273,1.777133679767978e-05,3.5419750557409674e-05,0.000110236357992,3.84542465209961,5.005717171972291e-10,3.1236820621776607e-09,2.140737327901478e-08,3.6799293518066407,1134.7827911376953,620.4434399326,0.04397610369302
65274,7.947583426131082e-05,2.226898921095885e-06,6.199045963738071e-05,0.9204246520996092,2.238624774533608e-09,1.2420864550122959e-09,1.203825065856564e-07,2.7049293518066406,1097.2827911376953,479.7608638353,0.1496324984529
65275,3.973791713065541e-06,1.408414541926917e-05,0.0001960310456548,2.8704246520996093,4.47724954906721e-08,7.85564449736624e-09,3.8068291125089406e-08,0.7549293518066406,1022.2827911376952,544.3418858412,0.2977194096551
65276,8.403546328587508e-06,1.404245387225653e-06,8.266560651610266e-05,2.382924652099609,9.468230024871785e-08,3.1329561633235524e-08,1.6053265258951532e-07,2.217429351806641,1078.5327911376953,426.0396182537,0.1944140662455
65277,0.0001680709265717,8.881227634836357e-06,2.6141160075014105e-05,0.4329246520996094,4.734115012435901e-09,4.953638642782452e-09,5.076488210113959e-08,0.2674293518066406,1003.5327911376952,511.4329443361,0.3227438669453
65278,3.758180168558092e-05,3.531490186751189e-06,0.0001470025459859,3.3579246520996096,1.0585802981108936e-09,1.9697419067471117e-09,9.027414459351e-08,1.2424293518066407,1041.0327911376953,470.1378379913,0.2681743318944
65279,1.8790900842790448e-06,2.233510504933429e-05,4.648628671592912e-05,1.4079246520996094,2.117160596221784e-08,1.245774165600772e-08,2.8547191073886663e-08,3.1924293518066404,1116.0327911376953,641.7509486496,0.09914745785761
65280,1.2921676122102617e-06,1.7683643679306253e-06,0.0001272989602669,0.1891746520996093,7.279391166962553e-10,9.892602776298422e-09,1.853802151647838e-07,2.4611793518066407,1087.9077911376953,414.0481428169,0.1727532127132
65281,2.584335224420524e-05,1.1184118271489589e-05,4.025546582148156e-05,2.1391746520996096,1.455878233392508e-08,1.5641578380204091e-09,5.862237130528033e-08,0.5111793518066406,1012.9077911376952,503.9088410471,0.3107419828533
65282,0.000115574984769,4.447200944192205e-06,7.158546601186625e-05,1.1641746520996097,6.510885393655905e-08,3.933648709654897e-09,1.0424695585983657e-07,1.4861793518066406,1050.4077911376953,456.8561899939,0.2513261348924
65283,2.7326018013994827e-06,2.804330880394988e-06,5.368152643466383e-05,3.601674652099609,6.884423114806673e-09,1.5688017671108836e-08,7.817418853982757e-08,1.973679351806641,1069.1577911376953,520.7169926063,0.2146332702155
65284,5.465203602798967e-05,1.773614578958679e-05,0.000169755891808,1.6516746520996095,1.376884622961332e-07,2.4804933906837115e-09,2.4720849002128764e-08,3.9236793518066406,1144.1577911376953,651.5444391506,0.01545129437068
65285,1.2220566766735249e-05,1.1151011314778334e-06,3.018734071350961e-05,2.6266746520996094,3.0788076141157057e-08,6.238110623106546e-09,1.390155498768761e-07,2.9486793518066405,1106.6577911376953,467.7198164608,0.1250716226454
65286,6.110283383367623e-07,7.052518793801672e-06,9.546075315822284e-05,0.6766746520996093,1.5394038070578558e-09,3.945327573021776e-08,4.396057677916683e-08,0.9986793518066406,1031.6577911376953,546.4442975329,0.2835734128797
65287,6.709938502658838e-07,2.9707180957630813e-06,0.0001759745472445,1.3469871520996095,1.2538349239953958e-07,2.348515232696225e-08,1.1612838381188993e-07,0.5721168518066406,1132.4390411376953,512.5728620391,0.05105257131403
65288,1.3419877005317704e-05,1.8788470937779083e-05,5.5648037950971264e-05,3.296987152099609,6.269174619976976e-09,3.7133286274602006e-09,3.6723019383979874e-08,2.522116851806641,1057.4390411376953,583.1848935509,0.2379470861106
65289,6.00155144671534e-05,1.1812625724894853e-06,9.895776009727675e-05,0.3719871520996094,1.401830061308493e-09,1.4765507818559127e-09,6.530378924499167e-08,3.4971168518066404,1019.9390411376952,489.1364697773,0.3010760410945
65290,3.000775723357669e-06,7.470960487553061e-06,3.129319140559202e-05,2.3219871520996094,2.8036601226169864e-08,9.338527103134215e-09,2.0650871385378123e-08,1.5471168518066407,1094.9390411376953,576.2091953781,0.1555492643645
65291,6.345868035816943e-06,1.8732853760017883e-06,4.173014142014609e-05,2.809487152099609,1.3257690177309148e-08,3.724353368324839e-08,8.708400255967316e-08,3.9846168518066407,1001.1890411376952,440.5071417335,0.3255954387452
65292,0.0001269173607163,1.1847696991301158e-05,0.0001319622939685,0.8594871520996094,6.628845088654573e-10,5.888719727613232e-09,2.7538379585250043e-08,2.0346168518066405,1076.1890411376953,580.5801343137,0.1996026851127
65293,2.837958460865952e-05,4.711063310241633e-06,2.346658302658563e-05,3.784487152099609,2.964509646109449e-09,2.341563214641941e-09,1.5485968869564365e-07,1.059616851806641,1113.6890411376953,462.3108581542,0.105749232407
65294,1.4189792304329754e-06,2.9795380523232023e-05,7.42078512654582e-05,1.834487152099609,5.9290192922189e-08,1.4809346087068566e-08,4.897093340228635e-08,3.0096168518066406,1038.6890411376953,549.9442626146,0.2721504515149
65295,2.063501496639152e-06,1.4875624028130063e-06,2.032122369219002e-05,0.6157371520996093,9.116730487356998e-09,7.4156570025236e-09,1.0056303731056124e-07,3.740866851806641,1010.5640411376952,428.4103606388,0.3138344916164
65296,4.127002993278305e-05,9.408170709043932e-06,6.426135170909689e-05,2.5657371520996093,1.8233460974714e-07,1.1725183237275792e-09,3.1800824632586696e-08,1.7908668518066406,1085.5640411376953,611.3201803401,0.1783051060189
65297,0.0001845651847263,3.741021388073094e-06,3.6136813678616646e-05,1.5907371520996094,4.077125820455007e-08,2.9487274743417123e-09,1.78829178660347e-07,0.8158668518066405,1123.0640411376953,450.4310816969,0.0789026815429
65298,9.228259236315396e-06,2.3660296723431298e-05,0.0001142746386055,3.5407371520996094,2.038562910227503e-09,1.8649390036071092e-08,5.655075166638751e-08,2.7658668518066407,1048.0640411376953,545.4235779765,0.2556900942379
