,Nr,T1,T2,t1,t2,c,sigma_pc,tges,cfrac,M_sigma_pc_0,M_sigma_pc_1,M_sigma_pc_2,M_sigma_pc_3,M_sigma_pc_4,M_sigma_pc_5,M_sigma_pc_6,M_sigma_pc_7,M_sigma_pc_8,M_sigma_pc_9,M_cfrac_0,M_cfrac_1,M_cfrac_2,M_cfrac_3,M_cfrac_4,M_cfrac_5,M_cfrac_6,M_cfrac_7,M_cfrac_8,M_cfrac_9
0,0.0,478.6553619429469,321.1507076397538,0.459688999907424,0.6671247776442518,0.0013216668237,28.90534765802696,1.1268137775516758,-7.872067005713118e-05,19.280296325683597,17.229167938232422,23.745140075683597,22.786731719970703,37.05122756958008,25.720409393310547,57.240478515625,38.130165100097656,67.26734924316406,96.56575012207033,0.0006379593396559,0.0012647550320252,0.001856810064055,0.0026171712670475,0.0024718034546822,0.0043714912608265,0.0043714912608265,0.0043714912608265,0.0062663699500262,0.0062663699500262
1,1.0,346.3402362540364,456.1195243149996,4.394805603210504,3.991538659095143,0.0025364725776016,102.8169046594468,8.386344262305647,-0.0087810204571071,137.54383850097656,135.78421020507812,142.00575256347656,153.64080810546875,129.21690368652344,180.9398498535156,151.8208465576172,140.43814086914062,129.09591674804688,96.56575012207033,0.0089594554156064,0.0090562058612704,0.0096951238811016,0.0091624008491635,0.0091039584949612,0.0083895334973931,0.0083895334973931,0.0083895334973931,0.0062663699500262,0.0062663699500262
2,2.0,364.4191453233361,371.5660095214844,1.33273150655441,1.993863430277755,0.0023766922950744,204.14481943171108,3.326594936832165,-0.0090036917420448,191.6724090576172,189.7391815185547,183.11380004882807,161.95855712890625,154.41653442382812,143.4905548095703,135.1997833251953,123.3021469116211,120.96376037597656,96.56575012207033,0.0089451717212796,0.008792532607913,0.0086569292470812,0.0083015235140919,0.0079931113868951,0.0078610507771372,0.0078610507771372,0.0078610507771372,0.0062663699500262,0.0062663699500262
3,3.0,410.5768283829093,405.7536019012332,3.553478751890361,2.6793979171973965,0.0017319401260465,46.294845568535614,6.232876669087758,-0.0062315410783443,63.16437149047852,66.73542022705078,66.87964630126953,56.69414520263672,54.17193222045898,60.02838134765625,87.44654083251953,65.47725677490234,88.14855194091797,96.56575012207033,0.0052397707477211,0.0049370005726814,0.0047546606510877,0.004827675409615,0.0042445892468094,0.0057284948416054,0.0057284948416054,0.0057284948416054,0.0062663699500262,0.0062663699500262
4,4.0,431.2081443145871,387.15831842273474,4.306141930166632,3.29664144438381,0.0019300790503621,41.47845165741443,7.602783374550442,-0.0071301597924441,72.91523742675781,70.97520446777344,74.01449584960938,63.55960464477539,66.99175262451172,67.58589172363281,92.78811645507812,81.3157958984375,98.23300170898438,96.56575012207033,0.0063384119421243,0.0060044839046895,0.0055808280594646,0.0058952243998646,0.0052713290788233,0.0063838507048785,0.0063838507048785,0.0063838507048785,0.0062663699500262,0.0062663699500262
5,5.0,393.7966091558337,440.11114463210106,0.8427751955110581,1.362611939975371,0.0022073848675936,122.9980693110502,2.205387135486429,-0.0076668678663454,110.4448471069336,105.85940551757812,95.17273712158205,89.04773712158203,81.30358123779297,105.9966049194336,116.20111083984376,106.3606185913086,112.34671783447266,96.56575012207033,0.0072552799247205,0.0073099490255117,0.0074473214335739,0.0073893149383366,0.0068948697298765,0.007301056291908,0.007301056291908,0.007301056291908,0.0062663699500262,0.0062663699500262
6,6.0,313.4135788306594,336.793140694499,2.683728857850656,4.620946151188885,0.0028600998464971,366.23926960137146,7.304675009039541,-0.0110816530634919,354.0720520019531,341.4013671875,358.3664855957031,338.3866882324219,367.97857666015625,280.9354553222656,189.1766815185547,178.5612030029297,145.56719970703125,96.56575012207033,0.0118551272898912,0.0119466921314597,0.011758386157453,0.010906065814197,0.0115753021091222,0.00945995002985,0.00945995002985,0.00945995002985,0.0062663699500262,0.0062663699500262
7,7.0,461.59155014902353,490.52723962813616,2.4920231292645134,0.0529037887075295,0.0010278476141393,0.0,2.544926917972043,-1.793683738368246e-27,-22.99963760375977,4.481428623199463,5.305356502532959,-14.666687965393066,10.328511238098145,16.72713279724121,46.16098785400391,23.061214447021484,52.31317138671875,96.56575012207033,-0.000278910738416,-0.0001148985320469,0.0004867193929385,0.0010341083398088,0.00149495259393,0.0033996668644249,0.0033996668644249,0.0033996668644249,0.0062663699500262,0.0062663699500262
8,8.0,470.4147530719638,357.068825699389,2.8385994505602867,1.6523196294127651,0.0026957063823938,77.78120617063801,4.490919079973052,-0.0099846895964614,81.17720794677734,90.14356994628906,87.748046875,97.22074127197266,129.0926971435547,110.78043365478516,118.79437255859376,158.62435913085938,137.20025634765625,96.56575012207033,0.010220400057733,0.0099072409793734,0.0092073148116469,0.0100203333422541,0.0102828880771994,0.0089162085205316,0.0089162085205316,0.0089162085205316,0.0062663699500262,0.0062663699500262
9,9.0,304.5793132856488,417.0281294733286,2.018976873997599,3.6249784550784776,0.0014105123188346,112.49297598784776,5.643955329076077,-0.0047405812505728,98.55184936523438,92.90939331054688,76.39118957519531,108.01913452148438,61.8079719543457,72.34902954101562,96.00209045410156,43.42886734008789,71.78921508789062,96.56575012207033,0.0047641135752201,0.0043783946894109,0.0041915378533303,0.0030958603601902,0.0028152936138212,0.0046653533354401,0.0046653533354401,0.0046653533354401,0.0062663699500262,0.0062663699500262
