,Nr,T1,T2,t1,t2,c,sigma_pc,tges,cfrac,M_sigma_pc_0,M_sigma_pc_1,M_sigma_pc_2,M_sigma_pc_3,M_sigma_pc_4,M_sigma_pc_5,M_sigma_pc_6,M_sigma_pc_7,M_sigma_pc_8,M_sigma_pc_9,M_cfrac_0,M_cfrac_1,M_cfrac_2,M_cfrac_3,M_cfrac_4,M_cfrac_5,M_cfrac_6,M_cfrac_7,M_cfrac_8,M_cfrac_9
0,0.0,470.11709343642,486.2732009962201,1.8242093249689788,1.8333416318831344,0.0012798909340053,9.429787870318134e-05,3.657550956852113,-7.47993183918161e-13,-14.87881088256836,8.473530769348145,10.4683256149292,-5.106669902801514,15.710695266723633,25.00423622131348,56.43793487548828,35.757789611816406,65.14112854003906,96.56575012207033,0.0012898982968181,0.0013223267160356,0.0017274960409849,0.0023920878302305,0.0023180129937827,0.0042333151213824,0.0042333151213824,0.0042333151213824,0.0062663699500262,0.0062663699500262
1,1.0,306.6839041188359,357.0222681388259,3.14660791256465,3.730897648135821,0.0024492271561175,301.9219330002385,6.877505560700471,-0.009326598253088,284.0048828125,276.9161376953125,272.9247741699219,276.1071472167969,250.78858947753903,215.1572265625,165.55499267578125,130.94317626953125,124.65548706054688,96.56575012207033,0.0099483495578169,0.0097457850351929,0.0096589066088199,0.0086923325434327,0.0084884436801075,0.0081009641289711,0.0081009641289711,0.0081009641289711,0.0062663699500262,0.0062663699500262
2,2.0,382.1577236056328,430.2200466394424,0.8679552063966791,0.4451548206309477,0.0029660293702036,232.6204969775192,1.3131100270276268,-0.0107415753104289,198.5152740478516,197.11756896972656,168.63710021972656,157.5391845703125,163.1197509765625,203.21014404296875,160.8929443359375,192.0328826904297,150.9585723876953,96.56575012207033,0.0105446372181177,0.0107653765007853,0.0115816900506615,0.0114768017083406,0.0124486098065972,0.0098103182390332,0.0098103182390332,0.0098103182390332,0.0062663699500262,0.0062663699500262
3,3.0,443.8252445310354,300.18786676228046,4.214787459404518,4.797869290752957,0.0017653170097619,16.64145465189582,9.012656750157475,-0.0055740300488339,100.2372589111328,58.39759063720703,77.60611724853516,77.58255004882812,87.994873046875,53.370487213134766,82.45460510253906,68.0252456665039,89.84729766845703,96.56575012207033,0.0045872703194618,0.0056370692327618,0.0045748241245746,0.0050075058825314,0.0044097639620304,0.0058388905599713,0.0058388905599713,0.0058388905599713,0.0062663699500262,0.0062663699500262
4,4.0,421.4706424623728,410.8975607901812,2.589953181054443,3.8376528919364015,0.0015424817949533,18.264547118350126,6.427606072990844,-0.0044187911920842,38.76452255249024,46.71562194824219,47.18858337402344,37.393924713134766,39.76129531860352,45.18405532836914,75.8676986694336,51.9355583190918,78.50591278076172,96.56575012207033,0.0040590483695268,0.0038426159881055,0.0036365939304232,0.0038068962749093,0.003366743447259,0.0051018497906625,0.0051018497906625,0.0051018497906625,0.0062663699500262,0.0062663699500262
5,5.0,358.0393619835377,333.8925302028656,2.3553098297988373,0.7922126875879865,0.0027432626411318,272.6900833628033,3.1475225173868235,-0.0106729355268408,257.50457763671875,277.5402526855469,272.48785400390625,235.34397888183597,263.9259338378906,198.0400390625,158.83302307128906,164.27047729492188,139.62066650390625,96.56575012207033,0.0106685291975736,0.0107356077060103,0.0106627196073532,0.0102765606716275,0.0106488997116684,0.0090735042467713,0.0090735042467713,0.0090735042467713,0.0062663699500262,0.0062663699500262
6,6.0,334.31712929159403,454.0600812062621,4.753117827683067,2.802290289507558,0.0022267348468303,110.3338868735743,7.555408117190625,-0.0075484490575606,131.77633666992188,130.3951416015625,125.7300033569336,142.19876098632812,107.84880065917967,149.65785217285156,138.07469177246094,108.23350524902344,113.33155059814452,96.56575012207033,0.0077284141443669,0.0077111856080591,0.0081868898123502,0.007493570446968,0.0070162806659936,0.0073650577105581,0.0073650577105581,0.0073650577105581,0.0062663699500262,0.0062663699500262
7,7.0,495.98655607551336,377.8363035991788,0.3138135049026459,2.129276788048446,0.0010573296621441,3.471110397134748,2.443090292951092,-1.952041764233297e-05,10.429616928100586,4.838834285736084,6.302653789520264,-7.566083431243896,15.954965591430664,15.330657958984377,44.19210815429688,24.40313148498535,53.81368637084961,96.56575012207033,-0.0006876844563521,-0.0004732759553007,0.0002740125637501,0.0011929541360586,0.001581942779012,0.0034971805289387,0.0034971805289387,0.0034971805289387,0.0062663699500262,0.0062663699500262
8,8.0,477.1523915231228,444.53590642660856,4.405616889707744,1.1273436287107566,0.002282228000462,20.765086808299028,5.5329605184185,-0.0077679933465721,47.63899230957031,43.49187850952149,39.53352355957031,43.92337417602539,58.02463150024414,77.17623901367188,99.15306091308594,113.69537353515624,116.15592193603516,96.56575012207033,0.0071862442418932,0.0070634139701724,0.0069497670046985,0.0077925608493387,0.0073703480884432,0.0075486046262085,0.0075486046262085,0.0075486046262085,0.0062663699500262,0.0062663699500262
9,9.0,340.5780453234911,324.66593626886606,0.5889247037780783,4.271262433938682,0.001487891882658,122.54019574594724,4.8601871377167605,-0.0046364341860723,102.42546844482422,103.37652587890624,108.64537811279295,122.07317352294922,90.75242614746094,64.38566589355469,90.564697265625,48.32451248168945,75.7275161743164,96.56575012207033,0.0045647001825273,0.0051214969716966,0.0042148004285991,0.0035127722658216,0.0031326559837907,0.0049212905578315,0.0049212905578315,0.0049212905578315,0.0062663699500262,0.0062663699500262
10,10.0,364.3303250893951,488.8703282922506,2.9383665946157027,2.2430088351791104,0.0019713634178042,66.79316662956977,5.181375429794813,-0.0059523655518803,64.40921020507812,72.29164123535156,67.21676635742188,80.00360870361328,61.40130615234375,98.76941680908205,112.16970825195312,84.8316879272461,100.3342056274414,96.56575012207033,0.0061486470513045,0.0061767464503645,0.0065155965276062,0.0061176596209406,0.0054992483928799,0.0065204012207686,0.0065204012207686,0.0065204012207686,0.0062663699500262,0.0062663699500262
11,11.0,402.6552716270089,368.2191051542759,2.080502789452051,2.853886224484692,0.0027970756441354,206.6977076084884,4.934389013936743,-0.0107203481241851,184.2870635986328,189.33538818359372,182.4510803222656,155.90830993652344,178.382080078125,162.78762817382812,144.004150390625,170.7784881591797,142.35952758789062,96.56575012207033,0.0110302194952964,0.0108247995376586,0.010469096712768,0.0105664990842342,0.0110707841813564,0.0092514939606189,0.0092514939606189,0.0092514939606189,0.0062663699500262,0.0062663699500262
12,12.0,425.0158743932843,470.7929559051991,1.1381998780959597,3.1327931441366674,0.0025196362007409,89.18013652530965,4.270993022232627,-0.0084842238496624,80.34485626220703,84.10095977783203,73.5364990234375,76.53870391845703,79.47447967529297,118.56189727783205,122.89575958251952,138.5799560546875,128.239013671875,96.56575012207033,0.0084388824179768,0.0085278684273362,0.0087631614878773,0.0090716881677508,0.0089835012331604,0.0083338459953665,0.0083338459953665,0.0083338459953665,0.0062663699500262,0.0062663699500262
13,13.0,388.4426740929485,396.9188895076513,3.862419994253045,1.331438995245844,0.0016938554886728,69.74532077021004,5.193858989498889,-0.006142567869465,79.31302642822266,80.28703308105469,78.99464416503906,70.34114074707031,60.494728088378906,64.14733123779297,90.39691925048828,62.6292839050293,86.210205078125,96.56575012207033,0.0051465509459376,0.0047430265694856,0.0047905300743877,0.0046224799007177,0.0040599685162305,0.0056025274097919,0.0056025274097919,0.0056025274097919,0.0062663699500262,0.0062663699500262
