,Nr,T1,T2,t1,t2,c,sigma_pc,tges,cfrac,M_sigma_pc_0,M_sigma_pc_1,M_sigma_pc_2,M_sigma_pc_3,M_sigma_pc_4,M_sigma_pc_5,M_sigma_pc_6,M_sigma_pc_7,M_sigma_pc_8,M_sigma_pc_9,M_cfrac_0,M_cfrac_1,M_cfrac_2,M_cfrac_3,M_cfrac_4,M_cfrac_5,M_cfrac_6,M_cfrac_7,M_cfrac_8,M_cfrac_9
0,0.0,391.1299766972661,322.5578423589468,2.7136257532207915,0.5576471256557852,0.002866827102378,224.76980600337703,3.2712728788765766,-0.0110396632738623,201.48223876953125,238.111328125,245.25022888183597,207.7215118408203,258.8021240234375,181.234375,151.94436645507812,179.40219116210938,145.9095916748047,96.56575012207033,0.0111710187047719,0.0113586448132991,0.0109612420201301,0.0109423119574785,0.0116298189386725,0.0094822002574801,0.0094822002574801,0.0094822002574801,0.0062663699500262,0.0062663699500262
1,1.0,434.95255410671234,479.3200545012951,2.34998741755262,4.041843233754237,0.0019645516593009,37.98272549644332,6.391830651306858,-0.0061694083860411,30.51080322265625,45.872684478759766,42.24005508422852,39.84636306762695,44.50555038452149,68.82130432128906,93.63231658935548,84.24645233154297,99.98751831054688,96.56575012207033,0.0057967314496636,0.0057863718830049,0.0057229059748351,0.0060809585265815,0.0054613105021417,0.0064978711307048,0.0064978711307048,0.0064978711307048,0.0062663699500262,0.0062663699500262
2,2.0,452.6782762259245,380.5957777425647,4.966886364575475,2.389129583987718,0.0014360598158091,49.71941418322653,7.3560159485631935,-0.0041955144049704,28.38674545288086,29.84800338745117,33.720829010009766,24.86342430114746,34.822509765625,33.95044708251953,65.76382446289062,45.016300201416016,73.0894775390625,96.56575012207033,0.0029557477682828,0.0026725153438746,0.0027397449593991,0.0032335072755813,0.0029181996360421,0.0047498531639575,0.0047498531639575,0.0047498531639575,0.0062663699500262,0.0062663699500262
3,3.0,321.4527888223529,423.7847248092294,0.0771080241693804,3.3828705357698103,0.0022681450676172,118.73606990311237,3.459978559939191,-0.0081363008624332,175.9163055419922,171.24624633789062,165.5917510986328,178.68553161621094,138.94371032714844,167.9527130126953,146.2708740234375,112.29653930664062,115.43915557861328,96.56575012207033,0.0078406799584627,0.0082220984622836,0.0085435910150408,0.0077166836708784,0.0072796684689819,0.0075020245276391,0.0075020245276391,0.0075020245276391,0.0062663699500262,0.0062663699500262
4,4.0,348.257683776319,371.9934178516269,1.351794907807683,2.7869201291042067,0.002161992361769,198.5404425379352,4.13871503691189,-0.0081359223936869,183.25721740722656,177.59703063964844,172.7699432373047,160.8284149169922,139.5913848876953,130.01296997070312,128.6938018798828,102.03121185302734,110.0364227294922,96.56575012207033,0.0081253722310066,0.0079234559088945,0.007695339154452,0.007144745439291,0.0066142142750322,0.0071509177796542,0.0071509177796542,0.0071509177796542,0.0062663699500262,0.0062663699500262
5,5.0,479.5812088996172,429.2925486341119,3.632506438996643,1.793180142669007,0.0010097188260406,0.000833790846061,5.42568658166565,-4.743111320648548e-12,-11.222756385803224,5.099608421325684,5.630497455596924,-12.86059856414795,12.05569076538086,14.953965187072754,43.64580535888672,22.25489997863769,51.3904914855957,96.56575012207033,-0.0008394338656216,-0.0005123185692355,0.0001981515815714,0.0009364325669594,0.0014426828129217,0.0033397048246115,0.0033397048246115,0.0033397048246115,0.0062663699500262,0.0062663699500262
6,6.0,407.8550986945629,331.1052646487951,0.9572084604141612,4.618402346099416,0.001606226498261,41.13249069239304,5.575610806513578,-0.0030678759234597,80.30924987792969,68.52394104003906,81.28804016113281,74.3965072631836,70.9074478149414,52.32166290283203,81.64039611816406,56.31684112548828,81.75025177001953,96.56575012207033,0.0047266790643334,0.004910975228995,0.0041193887591362,0.0041503449901938,0.0036507619079202,0.0053126895800232,0.0053126895800232,0.0053126895800232,0.0062663699500262,0.0062663699500262
7,7.0,364.129033125937,473.8549493253231,4.007778188632801,1.1342076488925763,0.0026883098427206,117.59658517780711,5.141985837525377,-0.009065469833146,136.37149047851562,133.06883239746094,123.05048370361328,137.18087768554688,121.66885375976562,183.87716674804688,153.04820251464844,157.7550811767578,136.82379150390625,96.56575012207033,0.0090868547558784,0.0092762913554906,0.010307028889656,0.0099804820492863,0.0102265365421772,0.0088917445391416,0.0088917445391416,0.0088917445391416,0.0062663699500262,0.0062663699500262
8,8.0,357.14535135775805,390.6422523781657,0.9047766789017868,1.3041988412694383,0.001769643202424,127.47970462678228,2.2089755201712253,-0.0064561821260573,119.98239135742188,113.52188873291016,107.37650299072266,103.6687240600586,80.6390151977539,82.824951171875,102.71761322021484,68.35906982421875,90.0674819946289,96.56575012207033,0.0055783330462872,0.0054215649142861,0.0055264285765588,0.0050308150239288,0.0044314041733741,0.005853199865669,0.005853199865669,0.005853199865669,0.0062663699500262,0.0062663699500262
9,9.0,413.4685009717941,410.4431116953492,4.080968938240161,2.9591844813587764,0.0029297473579645,176.21931636975776,7.040153419598937,-0.0108986488051716,165.08412170410156,164.34439086914062,146.5909881591797,132.4131622314453,149.3797607421875,169.3773193359375,146.88990783691406,187.363525390625,149.11196899414062,96.56575012207033,0.0110737485811114,0.0109438821673393,0.0110544469207525,0.0112813180312514,0.0121459160000085,0.0096903126686811,0.0096903126686811,0.0096903126686811,0.0062663699500262,0.0062663699500262
10,10.0,499.1623532027006,312.46328465640545,1.755910136581709,0.6406713210511953,0.0024660440944135,13.879162785268017,2.3965814576329043,-0.0077839894599373,25.46525764465332,47.09734725952149,49.81803131103516,85.9731216430664,125.2974624633789,82.3375244140625,102.4149169921875,132.7475128173828,125.51139831542967,96.56575012207033,0.0081232152879238,0.0084914118051528,0.007685462012887,0.0087829399853944,0.0086054112762212,0.00815658736974,0.00815658736974,0.00815658736974,0.0062663699500262,0.0062663699500262
11,11.0,330.43743800371885,492.7112646400929,3.210217886650935,4.786101721413433,0.0013605051301419,37.39738976741162,7.996319608064368,-0.0034571631559881,11.423595428466797,40.629642486572266,36.959110260009766,56.54582595825195,34.9992790222168,57.18756866455078,85.35227966308594,40.40406799316406,69.24405670166016,96.56575012207033,0.003870245302096,0.0037268968299031,0.0036501758731901,0.0028264275752007,0.0026192099321633,0.004499951377511,0.004499951377511,0.004499951377511,0.0062663699500262,0.0062663699500262
12,12.0,300.2106776461005,341.3960736244917,4.445370993250981,4.214178724649051,0.0011937162317335,98.69108114923336,8.659549717900031,-0.004172016901905,85.44889831542969,89.70819091796875,69.89905548095703,118.7868881225586,67.9915771484375,53.337135314941406,82.4288330078125,31.10476493835449,60.75519561767578,96.56575012207033,0.0040187505073845,0.0038815031293779,0.003092513885349,0.0019277887186035,0.0020163787994533,0.0039482871070504,0.0039482871070504,0.0039482871070504,0.0062663699500262,0.0062663699500262
13,13.0,469.034393504262,460.6596328318119,0.616796719065557,0.0687467648802946,0.0021038184799253,14.093682224854025,0.6855434839458516,-0.0034107081076377,38.95578384399414,37.85466003417969,35.68986511230469,35.67536926269531,47.51919555664063,67.87141418457031,92.98390197753906,96.61426544189452,107.07561492919922,96.56575012207033,0.0059115896001458,0.006047043018043,0.0060938000679016,0.0068313116207718,0.0062630586326122,0.0069585042074322,0.0069585042074322,0.0069585042074322,0.0062663699500262,0.0062663699500262
14,14.0,443.4018902480602,361.75219397991896,2.961322260616968,3.5506508517079056,0.0025151156857609,106.03240936914976,6.511973112324874,-0.0096749850695239,112.99315643310548,109.61427307128906,110.93729400634766,102.96753692626952,123.23121643066406,108.5427017211914,117.58843994140624,138.08314514160156,128.00894165039062,96.56575012207033,0.0095988390967249,0.0092943254858255,0.00854227039963,0.0090473322197794,0.0089512951672077,0.0083188945427536,0.0083188945427536,0.0083188945427536,0.0062663699500262,0.0062663699500262
15,15.0,387.1760154142976,442.4398178234696,2.081531942061459,1.8956643947865808,0.001659578628838,65.30282568710578,3.97719633684804,-0.0054974137822751,62.11343002319336,65.23497772216797,59.74058151245117,55.31742477416992,47.04273986816406,61.980995178222656,88.8573989868164,60.12019729614258,84.46565246582031,96.56575012207033,0.0047113420441746,0.0045480565167963,0.0046229385770857,0.0044378000311553,0.0038973158225417,0.0054891547188162,0.0054891547188162,0.0054891547188162,0.0062663699500262,0.0062663699500262
